ip,classification,Harmless,Malicious,Suspicious,ASN
188.100.58.85,malicious,65,1,1,3209
188.10.59.125,malicious,60,6,1,3269
188.116.139.21,malicious,63,4,0,34629
188.121.100.185,malicious,62,4,0,202468
188.121.104.153,malicious,62,3,1,202468
188.122.132.207,malicious,57,8,1,29518
188.124.91.55,malicious,64,2,0,34295
188.132.198.89,malicious,59,8,1,212219
188.136.196.160,malicious,64,1,1,48309
188.138.232.63,malicious,63,5,0,31252
188.149.180.103,malicious,54,15,0,1257
188.149.192.62,malicious,52,16,2,1257
188.150.225.241,malicious,59,7,2,1257
188.150.231.198,malicious,55,13,1,1257
188.150.244.231,malicious,57,8,1,1257
188.15.137.81,malicious,62,6,0,3269
188.161.186.103,malicious,65,0,1,12975
188.165.158.46,malicious,62,3,1,16276
188.165.158.47,malicious,61,6,1,16276
188.165.240.82,malicious,57,11,1,16276
188.165.251.200,malicious,62,2,0,16276
188.165.253.193,malicious,64,4,1,16276
188.165.37.1,malicious,59,10,0,16276
188.166.144.202,malicious,0,0,0,14061
188.166.146.222,malicious,62,4,0,14061
188.166.155.12,malicious,62,6,1,14061
188.166.169.61,malicious,0,0,0,14061
188.166.170.60,malicious,1,0,0,14061
188.166.183.64,malicious,64,2,0,14061
188.166.210.223,malicious,65,3,0,14061
188.166.217.73,malicious,59,6,0,14061
188.166.224.159,malicious,0,0,0,14061
188.166.224.35,malicious,61,4,2,14061
188.166.225.131,malicious,62,5,1,14061
188.166.230.58,malicious,64,2,1,14061
188.166.233.5,malicious,64,5,1,14061
188.166.235.163,malicious,61,3,1,14061
188.166.238.42,malicious,55,12,1,14061
188.166.243.12,malicious,63,2,1,14061
188.166.250.143,malicious,0,0,0,14061
188.166.26.130,malicious,64,2,0,14061
188.166.65.178,malicious,62,5,0,14061
188.166.68.252,malicious,57,12,0,14061
188.166.71.161,malicious,56,12,1,14061
188.166.74.60,malicious,62,3,1,14061
188.166.7.77,malicious,63,3,3,14061
188.166.82.66,malicious,63,3,0,14061
188.166.82.74,malicious,61,5,0,14061
188.166.85.183,malicious,61,6,0,14061
188.166.90.127,malicious,62,4,0,14061
188.170.233.215,malicious,63,2,2,31195
188.17.143.44,malicious,63,6,1,12389
188.173.127.139,malicious,60,8,1,48161
188.187.126.193,malicious,63,3,1,51570
188.19.15.28,malicious,64,2,1,12389
188.191.166.135,malicious,65,2,0,50577
188.213.197.121,malicious,63,4,0,202468
188.219.64.26,malicious,61,4,1,30722
188.227.170.139,malicious,63,3,1,20860
188.237.50.113,malicious,62,5,0,8926
188.244.22.48,malicious,58,6,1,31252
188.255.98.96,malicious,62,6,0,42610
188.37.3.46,malicious,64,1,1,12353
188.39.157.178,malicious,63,5,1,8468
188.49.116.119,malicious,65,1,1,25019
188.49.83.251,malicious,63,4,0,25019
188.92.20.92,malicious,62,4,0,24651
189.110.144.77,malicious,63,4,0,27699
189.112.102.27,malicious,62,3,1,16735
189.112.4.168,malicious,59,7,1,16735
189.113.8.254,malicious,58,11,1,28209
189.115.138.105,malicious,64,2,1,18881
189.128.191.145,malicious,63,3,0,8151
189.130.68.213,malicious,64,2,0,8151
189.131.44.50,malicious,63,4,0,8151
189.133.69.201,malicious,64,1,1,8151
189.135.210.192,malicious,62,5,0,8151
189.139.14.99,malicious,62,4,0,8151
189.141.65.31,malicious,0,0,0,8151
189.147.176.186,malicious,64,1,1,8151
189.147.45.35,malicious,63,3,0,8151
189.147.49.101,malicious,62,4,0,8151
189.147.66.85,malicious,64,3,0,8151
189.148.43.252,malicious,62,3,1,8151
189.15.3.230,malicious,63,3,1,53006
189.15.45.192,malicious,64,2,0,53006
189.152.40.217,malicious,63,4,0,8151
189.153.148.51,malicious,62,4,1,8151
189.153.248.192,malicious,63,3,1,8151
189.160.138.15,malicious,65,1,1,8151
189.16.83.114,malicious,61,6,0,4230
189.162.25.203,malicious,65,1,1,8151
189.166.249.69,malicious,63,2,1,8151
189.168.205.79,malicious,60,9,1,8151
189.168.44.146,malicious,63,2,0,8151
189.173.46.225,malicious,63,4,0,8151
189.176.93.124,malicious,63,4,0,8151
189.179.115.106,malicious,62,4,0,8151
189.179.21.149,malicious,62,4,0,8151
189.183.160.219,malicious,64,1,1,8151
189.183.237.82,malicious,62,4,0,8151
189.191.134.136,malicious,63,3,1,8151
189.203.240.2,malicious,56,9,1,28414
189.206.233.43,malicious,62,6,0,11172
189.207.59.166,malicious,62,3,1,6503
189.216.169.24,malicious,0,0,0,28548
189.219.64.10,malicious,63,3,1,265594
189.229.201.168,malicious,63,3,1,8151
189.236.18.251,malicious,63,3,0,8151
189.236.27.110,malicious,62,5,1,8151
189.245.29.83,malicious,65,1,1,8151
189.248.133.56,malicious,62,3,1,8151
189.248.164.141,malicious,63,3,1,8151
189.250.159.135,malicious,65,0,1,8151
189.254.197.174,malicious,62,5,1,8151
189.27.143.132,malicious,62,3,1,18881
189.35.138.96,malicious,56,11,0,28573
189.54.131.99,malicious,62,5,0,28573
189.72.2.115,malicious,61,6,0,8167
189.78.106.51,malicious,62,4,0,27699
189.90.234.196,malicious,64,2,1,270679
190.0.49.178,malicious,61,5,0,13489
190.104.238.171,malicious,63,1,0,11014
190.107.162.82,malicious,64,0,1,270415
190.107.216.3,malicious,59,7,0,52339
190.107.22.89,malicious,61,6,1,27951
190.109.227.120,malicious,58,10,0,52495
190.109.229.100,malicious,56,11,0,52495
190.111.246.85,malicious,61,6,1,11014
190.115.5.17,malicious,60,5,0,52468
190.120.252.211,malicious,63,1,1,264628
190.12.23.0,malicious,63,4,1,22724
190.121.236.146,malicious,61,6,1,27717
190.121.239.11,malicious,59,6,3,27717
190.13.130.84,malicious,59,8,0,14117
190.13.178.65,malicious,59,6,1,14117
190.140.158.105,malicious,60,8,1,18809
190.145.102.78,malicious,56,9,1,14080
190.145.205.252,malicious,58,7,2,14080
190.145.58.218,malicious,64,1,1,14080
190.147.139.151,malicious,65,1,1,10620
190.149.7.58,malicious,65,2,1,14754
190.153.101.136,malicious,63,2,1,11562
190.153.242.243,malicious,64,4,1,14259
190.154.110.224,malicious,63,3,1,14522
190.154.115.31,malicious,60,5,0,14522
190.167.141.138,malicious,0,0,0,6400
190.167.43.178,malicious,62,4,1,6400
190.181.26.174,malicious,61,6,1,26210
190.181.26.58,malicious,60,7,1,26210
190.184.201.138,malicious,61,5,0,52330
190.186.50.45,malicious,59,6,1,25620
190.186.79.211,malicious,59,6,1,25620
190.198.136.252,malicious,66,0,1,8048
190.20.217.135,malicious,62,4,0,7418
190.20.222.152,malicious,63,3,1,7418
190.2.109.7,malicious,65,1,1,27813
190.201.44.47,malicious,64,1,1,8048
190.202.13.142,malicious,61,6,2,8048
190.202.203.29,malicious,63,2,1,8048
190.202.227.245,malicious,65,2,1,8048
190.202.27.10,malicious,63,2,1,8048
190.202.94.146,malicious,63,3,2,8048
190.202.94.234,malicious,61,3,4,8048
190.203.156.86,malicious,64,1,1,8048
190.203.189.72,malicious,65,1,1,8048
190.205.16.43,malicious,63,1,0,8048
190.210.152.148,malicious,59,8,1,16814
190.212.34.7,malicious,61,6,1,14754
190.213.4.242,malicious,59,7,0,27665
190.216.231.164,malicious,65,1,1,3549
190.219.144.106,malicious,65,1,1,18809
190.219.16.2,malicious,62,4,2,18809
190.220.229.49,malicious,58,9,0,11664
190.221.167.137,malicious,62,5,1,19037
190.235.61.99,malicious,63,2,1,6147
190.248.144.138,malicious,61,6,0,13489
190.249.137.161,malicious,60,5,2,13489
190.249.181.153,malicious,55,14,0,13489
190.25.231.229,malicious,60,5,1,19429
190.254.77.44,malicious,60,3,2,3816
190.36.230.20,malicious,0,0,0,8048
190.37.183.251,malicious,64,1,1,8048
190.4.191.31,malicious,64,1,0,11081
190.4.206.219,malicious,61,6,1,16629
190.52.105.1,malicious,0,0,0,28007
190.56.70.6,malicious,64,3,2,14754
190.64.90.154,malicious,59,5,2,6057
190.72.140.248,malicious,0,0,0,8048
190.72.64.105,malicious,63,3,1,8048
190.73.70.167,malicious,64,2,1,8048
190.74.13.146,malicious,64,1,1,8048
190.74.21.171,malicious,64,1,1,8048
190.79.29.15,malicious,65,1,1,8048
190.8.82.58,malicious,59,6,1,14259
190.85.27.211,malicious,61,4,1,14080
190.94.243.107,malicious,59,8,3,8053
190.96.47.2,malicious,61,4,1,14259
190.97.226.117,malicious,61,4,1,263703
190.97.233.118,malicious,61,5,1,263703
190.97.241.86,malicious,60,5,1,263703
191.100.22.29,malicious,59,7,2,27668
191.101.126.7,malicious,64,1,2,206092
191.181.80.87,malicious,63,3,1,28573
191.217.102.233,malicious,61,4,1,8167
191.220.178.231,malicious,64,1,1,8167
191.220.27.53,malicious,58,6,2,8167
191.241.238.76,malicious,64,3,1,28669
191.241.242.88,malicious,62,3,1,28669
191.242.222.74,malicious,62,3,1,263144
191.252.1.196,malicious,63,3,1,27715
191.253.90.66,malicious,63,4,1,52768
191.255.100.64,malicious,64,1,1,27699
191.34.87.4,malicious,63,1,0,18881
191.37.13.13,malicious,60,6,1,263350
191.53.144.30,malicious,60,5,1,28202
191.53.247.203,malicious,63,4,0,28202
191.55.5.206,malicious,63,0,1,53006
191.80.232.116,malicious,62,4,0,22927
191.80.237.26,malicious,0,0,0,22927
191.91.195.54,malicious,62,5,1,27831
191.97.12.203,malicious,64,1,1,262186
192.109.244.171,malicious,63,3,0,41508
192.116.52.114,malicious,64,2,1,1680
192.140.64.36,malicious,61,6,1,266550
192.145.127.106,malicious,64,2,0,9009
192.145.127.119,malicious,63,4,1,9009
192.145.127.42,malicious,62,5,2,9009
192.154.241.2,malicious,61,6,2,397373
192.155.81.124,malicious,60,5,0,63949
192.155.84.194,malicious,60,5,0,63949
192.155.87.37,malicious,60,7,0,63949
192.155.89.205,malicious,61,8,0,63949
192.166.39.234,malicious,59,5,2,210247
192.169.86.210,malicious,65,2,0,46475
192.187.115.53,malicious,59,0,0,33387
192.210.129.14,malicious,60,6,1,55286
192.210.143.199,malicious,52,13,2,36352
192.210.215.11,malicious,64,2,1,36352
192.210.243.74,malicious,63,4,0,36352
192.227.158.48,malicious,61,4,1,36352
192.241.140.112,malicious,61,7,1,14061
192.241.145.148,malicious,61,8,1,14061
192.241.151.75,malicious,62,3,0,14061
192.241.154.213,malicious,0,0,0,14061
192.241.182.74,malicious,60,5,1,14061
192.241.192.55,malicious,58,8,0,14061
192.241.192.58,malicious,63,5,0,14061
192.241.192.66,malicious,58,9,0,14061
192.241.192.8,malicious,58,9,0,14061
192.241.193.117,malicious,63,5,0,14061
192.241.193.119,malicious,55,11,0,14061
192.241.193.121,malicious,64,4,0,14061
192.241.193.124,malicious,61,6,0,14061
192.241.193.125,malicious,63,5,0,14061
192.241.193.126,malicious,61,5,0,14061
192.241.193.128,malicious,65,4,1,14061
192.241.193.15,malicious,60,8,0,14061
192.241.193.21,malicious,62,4,1,14061
192.241.193.50,malicious,57,11,0,14061
192.241.193.55,malicious,60,9,0,14061
192.241.193.6,malicious,56,12,0,14061
192.241.193.64,malicious,58,9,0,14061
192.241.193.9,malicious,54,12,0,14061
192.241.194.100,malicious,64,4,0,14061
192.241.194.103,malicious,61,6,0,14061
192.241.194.104,malicious,61,5,0,14061
192.241.194.16,malicious,57,11,0,14061
192.241.194.23,malicious,64,4,0,14061
192.241.194.54,malicious,57,10,0,14061
192.241.194.76,malicious,62,7,0,14061
192.241.194.9,malicious,57,10,0,14061
192.241.194.90,malicious,58,9,0,14061
192.241.195.115,malicious,58,10,0,14061
192.241.195.116,malicious,59,8,0,14061
192.241.195.118,malicious,61,6,0,14061
192.241.195.12,malicious,60,8,0,14061
192.241.195.22,malicious,56,12,0,14061
192.241.195.28,malicious,54,13,1,14061
192.241.195.49,malicious,58,9,0,14061
192.241.195.51,malicious,58,9,0,14061
192.241.195.64,malicious,58,10,0,14061
192.241.195.71,malicious,58,8,1,14061
192.241.195.77,malicious,57,9,0,14061
192.241.195.90,malicious,61,6,0,14061
192.241.195.91,malicious,64,4,0,14061
192.241.196.100,malicious,62,5,0,14061
192.241.196.106,malicious,59,9,1,14061
192.241.196.108,malicious,58,9,0,14061
192.241.196.109,malicious,58,8,0,14061
192.241.196.112,malicious,59,9,0,14061
192.241.196.118,malicious,59,8,0,14061
192.241.196.119,malicious,62,5,0,14061
192.241.196.120,malicious,61,6,0,14061
192.241.196.121,malicious,59,10,0,14061
192.241.196.123,malicious,60,6,0,14061
192.241.196.124,malicious,63,6,0,14061
192.241.196.126,malicious,63,4,1,14061
192.241.196.33,malicious,56,10,0,14061
192.241.196.34,malicious,57,12,0,14061
192.241.196.5,malicious,64,4,0,14061
192.241.196.60,malicious,62,5,0,14061
192.241.196.75,malicious,57,9,0,14061
192.241.196.8,malicious,60,5,1,14061
192.241.196.80,malicious,64,4,0,14061
192.241.196.89,malicious,64,4,0,14061
192.241.196.96,malicious,63,4,1,14061
192.241.197.13,malicious,61,6,0,14061
192.241.197.16,malicious,61,6,0,14061
192.241.197.17,malicious,59,9,0,14061
192.241.197.22,malicious,62,6,0,14061
192.241.197.26,malicious,57,10,0,14061
192.241.197.39,malicious,59,8,0,14061
192.241.197.4,malicious,62,6,0,14061
192.241.197.40,malicious,61,8,0,14061
192.241.197.42,malicious,59,9,0,14061
192.241.197.43,malicious,60,6,0,14061
192.241.197.5,malicious,60,8,0,14061
192.241.197.50,malicious,61,6,1,14061
192.241.197.51,malicious,63,4,0,14061
192.241.197.6,malicious,62,6,0,14061
192.241.197.8,malicious,62,5,0,14061
192.241.198.11,malicious,58,9,0,14061
192.241.198.23,malicious,58,11,0,14061
192.241.198.41,malicious,60,7,0,14061
192.241.198.55,malicious,63,5,0,14061
192.241.198.73,malicious,63,4,0,14061
192.241.198.9,malicious,58,10,0,14061
192.241.199.29,malicious,57,11,0,14061
192.241.199.30,malicious,62,5,0,14061
192.241.199.32,malicious,60,6,0,14061
192.241.199.70,malicious,58,10,0,14061
192.241.199.75,malicious,57,9,0,14061
192.241.199.78,malicious,57,11,0,14061
192.241.199.82,malicious,62,6,0,14061
192.241.199.83,malicious,57,11,0,14061
192.241.199.87,malicious,62,5,0,14061
192.241.199.96,malicious,59,7,1,14061
192.241.200.14,malicious,60,8,0,14061
192.241.200.25,malicious,62,6,0,14061
192.241.200.4,malicious,61,6,0,14061
192.241.200.65,malicious,62,5,0,14061
192.241.200.70,malicious,58,11,0,14061
192.241.200.71,malicious,57,9,0,14061
192.241.200.73,malicious,62,5,0,14061
192.241.200.74,malicious,60,6,0,14061
192.241.200.76,malicious,64,4,0,14061
192.241.200.78,malicious,63,4,1,14061
192.241.201.16,malicious,59,8,0,14061
192.241.201.30,malicious,57,11,0,14061
192.241.201.31,malicious,55,12,0,14061
192.241.201.6,malicious,64,4,0,14061
192.241.201.68,malicious,59,8,0,14061
192.241.201.73,malicious,57,10,0,14061
192.241.201.79,malicious,57,10,0,14061
192.241.201.8,malicious,59,8,0,14061
192.241.201.80,malicious,61,6,0,14061
192.241.201.85,malicious,57,10,0,14061
192.241.201.86,malicious,61,6,0,14061
192.241.201.87,malicious,64,4,0,14061
192.241.201.89,malicious,62,4,0,14061
192.241.201.91,malicious,62,5,1,14061
192.241.202.14,malicious,59,9,0,14061
192.241.202.27,malicious,62,6,0,14061
192.241.202.48,malicious,62,6,0,14061
192.241.202.53,malicious,64,5,0,14061
192.241.202.56,malicious,60,7,0,14061
192.241.202.68,malicious,62,5,0,14061
192.241.202.71,malicious,58,9,0,14061
192.241.202.77,malicious,63,4,0,14061
192.241.202.78,malicious,63,4,0,14061
192.241.202.81,malicious,58,9,0,14061
192.241.202.82,malicious,62,5,0,14061
192.241.202.85,malicious,64,5,0,14061
192.241.202.88,malicious,62,4,0,14061
192.241.202.89,malicious,63,5,0,14061
192.241.203.28,malicious,56,11,0,14061
192.241.203.31,malicious,62,5,0,14061
192.241.203.32,malicious,63,5,1,14061
192.241.203.37,malicious,61,6,0,14061
192.241.203.43,malicious,62,5,0,14061
192.241.203.5,malicious,59,9,0,14061
192.241.203.52,malicious,62,6,0,14061
192.241.203.65,malicious,61,6,0,14061
192.241.203.69,malicious,62,6,0,14061
192.241.203.76,malicious,58,9,0,14061
192.241.204.26,malicious,59,9,1,14061
192.241.204.28,malicious,62,5,0,14061
192.241.204.35,malicious,58,8,0,14061
192.241.204.38,malicious,60,6,0,14061
192.241.204.39,malicious,57,9,0,14061
192.241.204.4,malicious,59,9,0,14061
192.241.204.48,malicious,60,6,0,14061
192.241.204.54,malicious,64,3,0,14061
192.241.204.56,malicious,62,5,1,14061
192.241.204.63,malicious,63,5,0,14061
192.241.204.66,malicious,61,6,0,14061
192.241.204.72,malicious,61,5,1,14061
192.241.204.75,malicious,61,5,0,14061
192.241.204.79,malicious,64,5,0,14061
192.241.204.81,malicious,61,6,0,14061
192.241.204.82,malicious,63,4,1,14061
192.241.205.21,malicious,60,6,0,14061
192.241.205.27,malicious,59,9,1,14061
192.241.205.54,malicious,62,5,0,14061
192.241.205.67,malicious,63,5,0,14061
192.241.206.11,malicious,60,5,1,14061
192.241.206.14,malicious,63,5,0,14061
192.241.206.15,malicious,60,6,0,14061
192.241.206.16,malicious,60,7,0,14061
192.241.206.18,malicious,62,6,0,14061
192.241.206.30,malicious,62,6,0,14061
192.241.206.31,malicious,57,9,0,14061
192.241.206.34,malicious,60,6,1,14061
192.241.206.6,malicious,56,10,0,14061
192.241.207.100,malicious,59,8,0,14061
192.241.207.104,malicious,55,12,0,14061
192.241.207.109,malicious,62,5,0,14061
192.241.207.111,malicious,61,6,1,14061
192.241.207.34,malicious,59,7,0,14061
192.241.207.4,malicious,61,5,0,14061
192.241.207.42,malicious,58,8,0,14061
192.241.207.46,malicious,55,14,0,14061
192.241.207.47,malicious,63,5,0,14061
192.241.207.53,malicious,59,10,0,14061
192.241.207.54,malicious,62,6,0,14061
192.241.207.57,malicious,58,8,1,14061
192.241.207.60,malicious,60,8,0,14061
192.241.207.62,malicious,62,6,0,14061
192.241.207.74,malicious,61,6,1,14061
192.241.207.77,malicious,63,6,0,14061
192.241.207.78,malicious,58,10,0,14061
192.241.207.79,malicious,62,6,0,14061
192.241.207.8,malicious,60,8,0,14061
192.241.207.87,malicious,58,10,0,14061
192.241.207.94,malicious,57,9,0,14061
192.241.207.98,malicious,57,9,0,14061
192.241.207.99,malicious,55,14,0,14061
192.241.208.18,malicious,57,10,0,14061
192.241.208.20,malicious,59,8,0,14061
192.241.208.40,malicious,59,8,0,14061
192.241.208.49,malicious,60,6,0,14061
192.241.208.60,malicious,57,11,0,14061
192.241.208.62,malicious,57,10,0,14061
192.241.208.64,malicious,58,8,0,14061
192.241.208.65,malicious,63,4,0,14061
192.241.208.66,malicious,62,4,0,14061
192.241.208.68,malicious,57,9,1,14061
192.241.208.69,malicious,61,6,0,14061
192.241.208.70,malicious,62,5,0,14061
192.241.208.74,malicious,61,5,1,14061
192.241.209.14,malicious,63,5,0,14061
192.241.209.20,malicious,62,5,0,14061
192.241.209.21,malicious,62,6,0,14061
192.241.209.24,malicious,61,6,0,14061
192.241.209.25,malicious,61,5,1,14061
192.241.209.26,malicious,62,4,1,14061
192.241.209.29,malicious,61,5,0,14061
192.241.209.4,malicious,60,8,0,14061
192.241.209.7,malicious,56,10,0,14061
192.241.210.11,malicious,61,6,0,14061
192.241.210.20,malicious,58,11,0,14061
192.241.210.25,malicious,57,10,0,14061
192.241.210.27,malicious,59,7,0,14061
192.241.210.31,malicious,63,5,0,14061
192.241.210.35,malicious,63,4,0,14061
192.241.210.38,malicious,64,3,0,14061
192.241.210.64,malicious,62,5,0,14061
192.241.210.7,malicious,58,9,0,14061
192.241.210.81,malicious,61,5,1,14061
192.241.210.82,malicious,59,9,0,14061
192.241.211.13,malicious,58,9,0,14061
192.241.211.22,malicious,62,5,0,14061
192.241.211.23,malicious,62,6,1,14061
192.241.211.25,malicious,62,6,0,14061
192.241.211.31,malicious,61,6,0,14061
192.241.211.32,malicious,59,8,0,14061
192.241.211.44,malicious,63,6,0,14061
192.241.211.45,malicious,63,4,1,14061
192.241.211.5,malicious,58,8,0,14061
192.241.212.28,malicious,59,8,0,14061
192.241.212.29,malicious,62,5,0,14061
192.241.212.30,malicious,60,8,0,14061
192.241.212.31,malicious,62,6,0,14061
192.241.212.32,malicious,63,5,1,14061
192.241.212.33,malicious,62,4,1,14061
192.241.212.36,malicious,60,8,0,14061
192.241.212.43,malicious,59,10,0,14061
192.241.212.44,malicious,64,3,0,14061
192.241.212.50,malicious,61,5,1,14061
192.241.212.52,malicious,62,5,0,14061
192.241.213.12,malicious,58,10,0,14061
192.241.213.27,malicious,58,9,0,14061
192.241.213.36,malicious,57,12,0,14061
192.241.213.37,malicious,58,8,0,14061
192.241.213.38,malicious,63,5,0,14061
192.241.213.41,malicious,62,6,0,14061
192.241.213.42,malicious,63,4,0,14061
192.241.213.46,malicious,59,8,0,14061
192.241.213.49,malicious,65,3,0,14061
192.241.214.10,malicious,61,5,0,14061
192.241.214.12,malicious,57,10,0,14061
192.241.214.15,malicious,60,6,0,14061
192.241.214.16,malicious,60,9,0,14061
192.241.214.20,malicious,61,6,0,14061
192.241.214.21,malicious,57,11,0,14061
192.241.214.22,malicious,57,10,0,14061
192.241.214.4,malicious,57,9,0,14061
192.241.214.40,malicious,58,11,0,14061
192.241.214.46,malicious,60,6,0,14061
192.241.214.5,malicious,60,6,0,14061
192.241.214.9,malicious,62,6,1,14061
192.241.215.24,malicious,56,11,0,14061
192.241.215.27,malicious,56,11,0,14061
192.241.215.29,malicious,60,6,1,14061
192.241.215.35,malicious,61,6,1,14061
192.241.215.38,malicious,62,5,0,14061
192.241.215.42,malicious,59,7,0,14061
192.241.215.48,malicious,60,6,1,14061
192.241.215.49,malicious,62,5,0,14061
192.241.215.54,malicious,58,8,0,14061
192.241.216.13,malicious,60,8,0,14061
192.241.216.14,malicious,55,12,0,14061
192.241.216.15,malicious,57,10,0,14061
192.241.216.16,malicious,55,14,0,14061
192.241.216.29,malicious,59,7,1,14061
192.241.216.30,malicious,62,6,0,14061
192.241.216.31,malicious,59,8,0,14061
192.241.216.39,malicious,61,6,0,14061
192.241.216.41,malicious,62,6,0,14061
192.241.216.43,malicious,63,4,0,14061
192.241.216.44,malicious,61,6,0,14061
192.241.216.45,malicious,63,5,0,14061
192.241.216.46,malicious,61,5,0,14061
192.241.216.48,malicious,63,4,0,14061
192.241.216.5,malicious,60,8,0,14061
192.241.216.50,malicious,63,5,0,14061
192.241.217.10,malicious,58,10,0,14061
192.241.217.35,malicious,61,6,0,14061
192.241.217.36,malicious,63,5,0,14061
192.241.217.37,malicious,60,6,0,14061
192.241.217.39,malicious,61,6,1,14061
192.241.217.7,malicious,57,10,0,14061
192.241.217.9,malicious,59,8,0,14061
192.241.218.12,malicious,57,10,0,14061
192.241.218.21,malicious,60,8,0,14061
192.241.218.38,malicious,61,6,0,14061
192.241.218.40,malicious,57,10,0,14061
192.241.218.52,malicious,60,6,0,14061
192.241.218.53,malicious,63,4,0,14061
192.241.218.58,malicious,62,6,0,14061
192.241.218.63,malicious,58,9,0,14061
192.241.218.67,malicious,59,8,1,14061
192.241.219.17,malicious,58,10,0,14061
192.241.219.19,malicious,58,8,0,14061
192.241.219.20,malicious,55,12,0,14061
192.241.219.26,malicious,57,9,0,14061
192.241.219.29,malicious,57,9,0,14061
192.241.219.31,malicious,61,5,0,14061
192.241.219.35,malicious,61,5,1,14061
192.241.219.37,malicious,62,6,0,14061
192.241.219.38,malicious,58,8,0,14061
192.241.219.39,malicious,61,8,0,14061
192.241.219.44,malicious,60,8,0,14061
192.241.219.45,malicious,58,9,1,14061
192.241.219.50,malicious,58,10,0,14061
192.241.219.51,malicious,60,6,0,14061
192.241.219.52,malicious,58,8,0,14061
192.241.219.55,malicious,60,6,0,14061
192.241.219.56,malicious,61,6,0,14061
192.241.219.57,malicious,62,6,1,14061
192.241.219.58,malicious,58,8,1,14061
192.241.219.60,malicious,60,8,0,14061
192.241.219.61,malicious,63,5,0,14061
192.241.220.35,malicious,60,6,0,14061
192.241.220.39,malicious,59,8,0,14061
192.241.220.43,malicious,61,5,1,14061
192.241.220.44,malicious,59,8,0,14061
192.241.220.47,malicious,58,8,0,14061
192.241.220.52,malicious,61,5,1,14061
192.241.221.11,malicious,56,12,0,14061
192.241.221.12,malicious,59,9,0,14061
192.241.221.29,malicious,58,8,0,14061
192.241.221.34,malicious,64,4,1,14061
192.241.221.41,malicious,62,4,1,14061
192.241.221.43,malicious,63,5,0,14061
192.241.221.54,malicious,61,6,0,14061
192.241.221.64,malicious,61,4,0,14061
192.241.221.66,malicious,61,5,1,14061
192.241.221.69,malicious,62,5,0,14061
192.241.222.34,malicious,60,6,0,14061
192.241.222.36,malicious,60,9,0,14061
192.241.222.40,malicious,62,6,0,14061
192.241.222.57,malicious,61,6,0,14061
192.241.222.61,malicious,63,5,0,14061
192.241.222.66,malicious,59,9,0,14061
192.241.222.67,malicious,59,8,1,14061
192.241.222.7,malicious,57,10,0,14061
192.241.222.70,malicious,62,6,0,14061
192.241.222.76,malicious,58,10,0,14061
192.241.222.77,malicious,58,9,1,14061
192.241.222.91,malicious,61,6,0,14061
192.241.222.92,malicious,63,5,0,14061
192.241.222.97,malicious,59,8,0,14061
192.241.222.99,malicious,60,6,0,14061
192.241.223.21,malicious,57,10,0,14061
192.241.223.25,malicious,63,6,1,14061
192.241.223.27,malicious,58,9,0,14061
192.241.223.43,malicious,57,10,0,14061
192.241.223.55,malicious,61,6,0,14061
192.241.223.57,malicious,58,10,0,14061
192.241.223.60,malicious,56,11,0,14061
192.241.223.62,malicious,64,4,0,14061
192.241.223.63,malicious,61,6,1,14061
192.241.223.66,malicious,56,10,0,14061
192.241.223.7,malicious,56,11,0,14061
192.241.223.85,malicious,60,6,0,14061
192.241.223.89,malicious,64,4,0,14061
192.241.224.14,malicious,62,6,0,14061
192.241.224.15,malicious,58,10,0,14061
192.241.224.16,malicious,63,4,0,14061
192.241.224.28,malicious,63,5,0,14061
192.241.224.37,malicious,61,7,0,14061
192.241.224.38,malicious,64,4,0,14061
192.241.224.39,malicious,63,5,1,14061
192.241.224.42,malicious,62,5,1,14061
192.241.224.44,malicious,63,5,0,14061
192.241.224.50,malicious,64,3,0,14061
192.241.225.12,malicious,57,10,0,14061
192.241.225.20,malicious,57,11,0,14061
192.241.225.21,malicious,57,9,0,14061
192.241.225.24,malicious,59,8,0,14061
192.241.225.25,malicious,59,9,0,14061
192.241.225.27,malicious,58,8,0,14061
192.241.225.31,malicious,62,5,0,14061
192.241.225.56,malicious,56,12,0,14061
192.241.225.57,malicious,57,9,0,14061
192.241.225.66,malicious,62,6,0,14061
192.241.225.67,malicious,57,11,0,14061
192.241.225.71,malicious,58,9,0,14061
192.241.225.72,malicious,62,6,0,14061
192.241.225.73,malicious,57,9,0,14061
192.241.225.74,malicious,57,9,0,14061
192.241.225.75,malicious,58,9,0,14061
192.241.225.76,malicious,58,9,0,14061
192.241.225.78,malicious,59,8,0,14061
192.241.225.82,malicious,61,6,1,14061
192.241.225.84,malicious,63,4,0,14061
192.241.225.85,malicious,61,6,0,14061
192.241.226.16,malicious,58,10,0,14061
192.241.226.19,malicious,58,10,0,14061
192.241.226.20,malicious,63,5,0,14061
192.241.226.24,malicious,59,8,0,14061
192.241.226.25,malicious,62,5,0,14061
192.241.226.27,malicious,63,4,0,14061
192.241.226.28,malicious,61,6,0,14061
192.241.226.34,malicious,60,8,0,14061
192.241.226.36,malicious,57,11,0,14061
192.241.226.52,malicious,56,10,0,14061
192.241.226.53,malicious,63,5,0,14061
192.241.226.54,malicious,59,7,0,14061
192.241.226.55,malicious,61,6,0,14061
192.241.226.56,malicious,63,4,0,14061
192.241.226.6,malicious,54,13,0,14061
192.241.227.16,malicious,61,6,0,14061
