ip,classification,Harmless,Malicious,Suspicious,ASN
104.236.215.64,malicious,63,4,1,14061
104.236.65.70,malicious,0,0,0,14061
104.236.83.197,malicious,64,3,0,14061
104.237.134.95,malicious,0,0,0,63949
104.237.156.209,malicious,64,4,0,63949
104.237.234.21,malicious,62,3,1,16628
104.237.240.112,malicious,63,4,0,16628
104.243.225.194,malicious,61,6,0,16616
104.243.40.91,malicious,64,2,0,23470
104.243.43.65,malicious,66,1,0,23470
104.248.0.162,malicious,0,0,0,14061
104.248.0.251,malicious,60,9,0,14061
104.248.129.104,malicious,57,11,0,14061
104.248.130.34,malicious,61,10,2,14061
104.248.132.17,malicious,0,0,0,14061
104.248.137.169,malicious,62,6,1,14061
104.248.14.32,malicious,65,0,0,14061
104.248.143.84,malicious,59,9,0,14061
104.248.156.242,malicious,63,4,1,14061
104.248.157.196,malicious,58,8,1,14061
104.248.171.151,malicious,62,8,1,14061
104.248.174.27,malicious,65,2,0,14061
104.248.176.241,malicious,0,0,0,14061
104.248.176.242,malicious,0,0,0,14061
104.248.176.7,malicious,0,0,0,14061
104.248.191.5,malicious,64,1,0,14061
104.248.194.172,malicious,64,4,1,14061
104.248.223.182,malicious,64,1,0,14061
104.248.224.75,malicious,0,0,0,14061
104.248.229.49,malicious,55,15,0,14061
104.248.56.108,malicious,66,1,1,14061
104.248.79.137,malicious,0,0,0,14061
104.248.8.202,malicious,0,0,0,14061
104.248.87.88,malicious,0,0,0,14061
104.32.116.158,malicious,63,2,1,20001
104.35.125.223,malicious,65,1,0,20001
104.37.79.22,malicious,63,3,2,23546
104.41.221.223,malicious,0,0,0,8075
105.155.146.55,malicious,64,1,1,36903
105.155.235.234,malicious,63,2,1,36903
105.157.178.153,malicious,62,3,1,36903
105.159.216.155,malicious,0,0,0,36903
105.22.37.86,malicious,61,5,1,37100
105.235.66.91,malicious,62,4,0,36974
105.96.24.164,malicious,62,4,1,36947
105.96.45.159,malicious,59,6,1,36947
106.1.229.68,malicious,63,3,1,9924
106.1.48.138,malicious,64,1,0,9924
106.105.223.219,malicious,62,6,0,131602
106.107.190.22,malicious,58,9,0,4780
106.110.218.171,malicious,61,6,1,4134
106.110.254.231,malicious,64,2,0,4134
106.111.48.244,malicious,65,2,0,4134
106.119.53.22,malicious,64,2,0,4134
106.120.107.149,malicious,59,6,2,4847
106.120.42.242,malicious,60,5,0,4847
106.120.43.108,malicious,63,4,0,4847
106.120.62.164,malicious,65,1,1,4847
106.12.108.76,malicious,64,3,1,38365
106.12.152.7,malicious,61,6,0,38365
106.12.165.114,malicious,59,8,2,38365
106.12.171.222,malicious,65,0,1,38365
106.12.252.5,malicious,59,7,2,134768
106.13.100.5,malicious,63,3,3,38365
106.13.193.22,malicious,62,4,2,38365
106.13.210.1,malicious,60,5,3,38365
106.14.115.87,malicious,63,1,1,37963
106.14.126.252,malicious,60,6,2,37963
106.14.132.161,malicious,62,4,2,37963
106.14.188.221,malicious,62,5,0,37963
106.14.189.217,malicious,62,4,3,37963
106.14.20.240,malicious,59,6,2,37963
106.14.219.103,malicious,65,1,1,37963
106.14.33.148,malicious,65,2,1,37963
106.14.58.100,malicious,60,6,1,37963
106.15.11.27,malicious,63,3,0,37963
106.15.181.77,malicious,63,4,1,37963
106.15.188.180,malicious,61,7,1,37963
106.15.188.48,malicious,60,4,3,37963
106.15.207.215,malicious,62,2,2,37963
106.15.40.186,malicious,61,3,2,37963
106.15.42.62,malicious,62,4,2,37963
106.15.44.72,malicious,62,5,1,37963
106.15.77.74,malicious,61,6,1,37963
106.225.157.177,malicious,63,3,1,134238
106.225.197.209,malicious,62,4,2,134238
106.227.14.70,malicious,62,4,1,139201
106.241.198.138,malicious,58,7,2,3786
106.242.178.133,malicious,53,12,1,3786
106.243.220.76,malicious,62,4,0,3786
106.245.253.150,malicious,63,3,1,3786
106.247.13.5,malicious,65,2,1,3786
106.247.184.185,malicious,63,4,0,3786
106.37.178.165,malicious,61,5,0,4847
106.37.240.18,malicious,61,6,0,4847
106.37.72.43,malicious,55,13,2,23724
106.37.75.43,malicious,57,12,3,23724
106.38.99.138,malicious,63,3,0,4847
106.39.1.69,malicious,57,10,0,4847
106.39.231.119,malicious,58,7,1,23724
106.39.97.163,malicious,62,3,2,4847
106.41.138.182,malicious,62,5,0,4134
106.41.47.234,malicious,61,9,0,4134
106.41.82.25,malicious,65,2,0,4134
106.52.110.72,malicious,0,0,0,45090
106.52.236.139,malicious,61,5,0,45090
106.52.237.227,malicious,60,4,1,45090
106.52.93.152,malicious,64,3,1,45090
106.53.132.20,malicious,63,4,2,45090
106.53.148.82,malicious,58,9,1,45090
106.54.130.176,malicious,64,2,0,45090
106.54.214.149,malicious,0,0,0,45090
106.54.227.135,malicious,60,9,0,45090
106.55.160.215,malicious,64,3,1,45090
106.55.165.3,malicious,61,5,1,45090
106.55.180.225,malicious,63,4,0,45090
106.55.227.233,malicious,64,1,0,45090
106.56.148.7,malicious,65,0,1,4134
106.58.222.2,malicious,62,5,2,4134
106.59.134.202,malicious,63,4,0,4134
106.75.132.165,malicious,66,2,0,58466
106.75.133.41,malicious,63,4,0,58466
106.75.133.97,malicious,62,5,0,58466
106.75.135.194,malicious,61,6,0,58466
106.75.136.182,malicious,63,4,1,58466
106.75.136.229,malicious,64,3,1,58466
106.75.136.254,malicious,62,6,1,58466
106.75.137.102,malicious,64,3,1,58466
106.75.137.77,malicious,63,4,0,58466
106.75.138.54,malicious,65,2,1,58466
106.75.140.3,malicious,66,2,0,58466
106.75.141.98,malicious,63,3,1,58466
106.75.144.111,malicious,63,4,1,58466
106.75.144.147,malicious,64,4,0,58466
106.75.144.35,malicious,63,4,1,58466
106.75.145.203,malicious,64,3,1,58466
106.75.145.253,malicious,63,4,0,58466
106.75.147.217,malicious,64,3,1,58466
106.75.154.210,malicious,64,3,1,58466
106.75.156.223,malicious,61,5,2,58466
106.75.164.192,malicious,64,3,1,58466
106.75.167.160,malicious,64,3,1,58466
106.75.168.180,malicious,63,4,0,58466
106.75.168.40,malicious,63,4,2,58466
106.75.171.61,malicious,62,5,1,58466
106.75.173.39,malicious,64,3,1,58466
106.75.174.129,malicious,63,3,0,58466
106.75.175.239,malicious,63,4,1,58466
106.75.177.212,malicious,64,3,1,58466
106.75.177.50,malicious,61,6,1,58466
106.75.178.7,malicious,63,4,1,58466
106.75.184.235,malicious,63,4,1,58466
106.75.189.87,malicious,64,3,1,58466
106.75.191.116,malicious,64,3,1,58466
106.75.62.25,malicious,63,3,1,9808
106.75.77.11,malicious,57,9,2,9808
106.75.77.199,malicious,63,3,1,9808
106.9.32.14,malicious,62,5,0,4809
106.91.66.222,malicious,65,2,0,4134
107.131.243.241,malicious,65,1,1,7018
107.144.50.222,malicious,66,0,1,33363
107.148.49.243,malicious,62,3,1,398478
107.151.144.80,malicious,62,3,0,21859
107.151.182.46,malicious,62,4,1,21859
107.151.182.50,malicious,63,3,1,21859
107.151.243.89,malicious,62,4,0,134365
107.152.33.91,malicious,61,3,1,11878
107.170.118.81,malicious,58,10,1,14061
107.170.192.20,malicious,60,8,0,14061
107.170.192.25,malicious,59,13,0,14061
107.170.192.29,malicious,60,9,0,14061
107.170.192.30,malicious,60,10,0,14061
107.170.192.31,malicious,63,5,0,14061
107.170.192.32,malicious,63,6,0,14061
107.170.192.33,malicious,59,11,0,14061
107.170.192.8,malicious,64,4,0,14061
107.170.20.63,malicious,63,3,0,14061
107.170.208.18,malicious,62,8,0,14061
107.170.208.19,malicious,61,9,0,14061
107.170.208.22,malicious,62,8,0,14061
107.170.208.23,malicious,64,5,0,14061
107.170.208.28,malicious,63,6,0,14061
107.170.208.29,malicious,65,4,1,14061
107.170.208.31,malicious,63,6,0,14061
107.170.208.32,malicious,65,4,0,14061
107.170.208.35,malicious,65,4,0,14061
107.170.208.36,malicious,62,6,0,14061
107.170.208.37,malicious,64,5,0,14061
107.170.208.38,malicious,63,6,0,14061
107.170.208.39,malicious,66,3,0,14061
107.170.208.4,malicious,66,3,0,14061
107.170.208.42,malicious,62,5,0,14061
107.170.208.5,malicious,62,6,0,14061
107.170.224.11,malicious,59,11,0,14061
107.170.224.12,malicious,64,5,0,14061
107.170.224.13,malicious,64,5,0,14061
107.170.224.30,malicious,59,10,0,14061
107.170.224.33,malicious,62,8,0,14061
107.170.224.38,malicious,59,12,0,14061
107.170.224.58,malicious,60,9,0,14061
107.170.224.62,malicious,62,6,0,14061
107.170.225.14,malicious,61,8,0,14061
107.170.225.15,malicious,63,6,0,14061
107.170.225.17,malicious,59,10,0,14061
107.170.225.18,malicious,57,11,0,14061
107.170.225.19,malicious,63,6,0,14061
107.170.225.22,malicious,59,10,0,14061
107.170.225.23,malicious,60,10,0,14061
107.170.225.25,malicious,63,6,1,14061
107.170.226.21,malicious,59,10,0,14061
107.170.226.22,malicious,60,9,0,14061
107.170.226.29,malicious,64,6,0,14061
107.170.226.30,malicious,62,8,0,14061
107.170.226.36,malicious,64,6,0,14061
107.170.226.7,malicious,59,9,0,14061
107.170.227.12,malicious,64,5,0,14061
107.170.227.14,malicious,65,4,0,14061
107.170.227.15,malicious,63,6,0,14061
107.170.227.19,malicious,59,9,0,14061
107.170.227.21,malicious,62,5,0,14061
107.170.227.23,malicious,62,6,1,14061
107.170.227.24,malicious,60,8,0,14061
107.170.227.25,malicious,62,6,0,14061
107.170.227.26,malicious,65,4,0,14061
107.170.227.4,malicious,62,6,0,14061
107.170.228.17,malicious,59,8,1,14061
107.170.228.37,malicious,58,12,0,14061
107.170.228.41,malicious,61,8,0,14061
107.170.228.43,malicious,64,6,0,14061
107.170.228.45,malicious,61,10,1,14061
107.170.228.46,malicious,59,10,0,14061
107.170.228.50,malicious,61,6,0,14061
107.170.229.18,malicious,64,4,0,14061
107.170.229.43,malicious,59,9,0,14061
107.170.229.45,malicious,65,5,0,14061
107.170.229.46,malicious,60,9,0,14061
107.170.229.48,malicious,60,9,0,14061
107.170.229.49,malicious,64,5,0,14061
107.170.229.5,malicious,61,6,0,14061
107.170.229.62,malicious,63,6,0,14061
107.170.229.63,malicious,65,5,0,14061
107.170.230.21,malicious,63,6,0,14061
107.170.230.22,malicious,59,10,0,14061
107.170.230.25,malicious,64,5,0,14061
107.170.230.26,malicious,65,4,0,14061
107.170.230.27,malicious,62,7,0,14061
107.170.230.31,malicious,63,6,0,14061
107.170.230.33,malicious,64,5,0,14061
107.170.230.37,malicious,63,5,0,14061
107.170.230.38,malicious,64,4,0,14061
107.170.231.10,malicious,60,10,0,14061
107.170.231.23,malicious,62,8,0,14061
107.170.231.30,malicious,62,6,0,14061
107.170.231.31,malicious,63,6,0,14061
107.170.231.40,malicious,60,9,0,14061
107.170.231.41,malicious,65,4,0,14061
107.170.231.42,malicious,63,6,0,14061
107.170.231.45,malicious,64,5,0,14061
107.170.231.47,malicious,64,4,0,14061
107.170.231.5,malicious,62,6,0,14061
107.170.231.6,malicious,65,4,0,14061
107.170.231.8,malicious,62,7,0,14061
107.170.231.9,malicious,56,13,0,14061
107.170.232.14,malicious,58,9,1,14061
107.170.232.15,malicious,63,5,0,14061
107.170.232.19,malicious,65,4,0,14061
107.170.232.21,malicious,58,10,0,14061
107.170.232.38,malicious,58,11,0,14061
107.170.232.47,malicious,59,9,0,14061
107.170.232.49,malicious,58,13,1,14061
107.170.232.50,malicious,63,6,1,14061
107.170.232.53,malicious,62,6,0,14061
107.170.232.56,malicious,60,9,0,14061
107.170.232.57,malicious,63,6,0,14061
107.170.232.58,malicious,59,10,0,14061
107.170.232.59,malicious,59,12,0,14061
107.170.232.8,malicious,62,5,0,14061
107.170.233.10,malicious,57,9,1,14061
107.170.233.12,malicious,62,6,0,14061
107.170.233.14,malicious,58,10,0,14061
107.170.233.16,malicious,59,10,0,14061
107.170.233.41,malicious,57,12,0,14061
107.170.233.42,malicious,54,15,0,14061
107.170.234.13,malicious,58,10,0,14061
107.170.234.16,malicious,62,6,0,14061
107.170.234.17,malicious,63,6,0,14061
107.170.234.27,malicious,55,13,0,14061
107.170.234.29,malicious,60,8,0,14061
107.170.234.30,malicious,59,10,0,14061
107.170.234.40,malicious,56,12,0,14061
107.170.234.42,malicious,62,6,0,14061
107.170.234.43,malicious,64,5,0,14061
107.170.234.6,malicious,64,5,0,14061
107.170.235.10,malicious,65,5,0,14061
107.170.235.17,malicious,64,4,0,14061
107.170.235.19,malicious,59,10,0,14061
107.170.235.23,malicious,60,10,0,14061
107.170.235.27,malicious,65,5,0,14061
107.170.235.34,malicious,60,8,0,14061
107.170.235.35,malicious,65,4,0,14061
107.170.235.37,malicious,64,5,0,14061
107.170.235.38,malicious,62,7,0,14061
107.170.236.22,malicious,65,3,0,14061
107.170.236.26,malicious,57,11,0,14061
107.170.236.28,malicious,59,11,0,14061
107.170.236.31,malicious,65,4,0,14061
107.170.236.32,malicious,62,6,0,14061
107.170.236.33,malicious,64,5,0,14061
107.170.236.35,malicious,63,6,0,14061
107.170.236.38,malicious,65,4,0,14061
107.170.236.41,malicious,56,11,1,14061
107.170.236.5,malicious,60,11,0,14061
107.170.236.6,malicious,55,14,0,14061
107.170.237.13,malicious,65,3,0,14061
107.170.237.15,malicious,63,5,0,14061
107.170.237.17,malicious,56,12,0,14061
107.170.237.50,malicious,59,10,0,14061
107.170.237.54,malicious,63,7,0,14061
107.170.237.59,malicious,59,12,0,14061
107.170.237.71,malicious,58,12,0,14061
107.170.237.73,malicious,61,8,0,14061
107.170.237.74,malicious,63,6,0,14061
107.170.237.75,malicious,64,5,0,14061
107.170.238.10,malicious,57,12,0,14061
107.170.238.38,malicious,59,10,0,14061
107.170.238.40,malicious,63,6,0,14061
107.170.238.41,malicious,61,8,0,14061
107.170.238.43,malicious,61,9,0,14061
107.170.238.46,malicious,59,10,0,14061
107.170.238.48,malicious,63,5,0,14061
107.170.238.49,malicious,63,6,0,14061
107.170.238.50,malicious,63,6,0,14061
107.170.239.17,malicious,65,4,1,14061
107.170.239.20,malicious,63,6,1,14061
107.170.239.21,malicious,64,5,0,14061
107.170.239.28,malicious,59,10,0,14061
107.170.239.33,malicious,61,8,0,14061
107.170.239.34,malicious,60,9,0,14061
107.170.239.38,malicious,63,6,0,14061
107.170.239.39,malicious,56,13,0,14061
107.170.239.4,malicious,56,13,0,14061
107.170.239.40,malicious,63,6,0,14061
107.170.239.48,malicious,64,5,0,14061
107.170.239.49,malicious,61,9,0,14061
107.170.240.15,malicious,59,9,0,14061
107.170.240.16,malicious,64,5,0,14061
107.170.240.17,malicious,64,5,0,14061
107.170.240.20,malicious,60,9,0,14061
107.170.240.21,malicious,63,6,0,14061
107.170.240.23,malicious,58,9,0,14061
107.170.240.25,malicious,63,6,0,14061
107.170.240.30,malicious,57,12,0,14061
107.170.240.31,malicious,59,11,0,14061
107.170.240.34,malicious,62,8,0,14061
107.170.240.35,malicious,59,11,0,14061
107.170.240.39,malicious,59,10,0,14061
107.170.240.42,malicious,61,7,0,14061
107.170.240.44,malicious,63,6,0,14061
107.170.240.46,malicious,62,8,0,14061
107.170.240.49,malicious,63,5,0,14061
107.170.240.50,malicious,65,4,0,14061
107.170.240.57,malicious,58,13,0,14061
107.170.240.58,malicious,64,5,0,14061
107.170.240.59,malicious,60,9,0,14061
107.170.240.9,malicious,58,10,0,14061
107.170.241.11,malicious,64,6,0,14061
107.170.241.13,malicious,55,13,1,14061
107.170.241.18,malicious,58,10,0,14061
107.170.241.19,malicious,62,6,0,14061
107.170.241.20,malicious,60,9,0,14061
107.170.241.22,malicious,64,5,1,14061
107.170.241.46,malicious,65,5,0,14061
107.170.241.5,malicious,55,12,0,14061
107.170.241.6,malicious,55,14,0,14061
107.170.241.7,malicious,64,6,0,14061
107.170.241.8,malicious,58,10,0,14061
107.170.242.11,malicious,58,10,1,14061
107.170.242.12,malicious,56,13,0,14061
107.170.242.13,malicious,64,4,0,14061
107.170.242.14,malicious,60,8,0,14061
107.170.242.19,malicious,64,3,1,14061
107.170.243.28,malicious,57,13,0,14061
107.170.243.29,malicious,59,11,0,14061
107.170.243.32,malicious,64,6,0,14061
107.170.243.33,malicious,62,7,0,14061
107.170.243.44,malicious,64,5,0,14061
107.170.243.8,malicious,59,10,0,14061
107.170.244.10,malicious,65,4,1,14061
107.170.244.13,malicious,63,5,0,14061
107.170.244.23,malicious,65,4,0,14061
107.170.244.26,malicious,62,6,0,14061
107.170.244.27,malicious,63,6,0,14061
107.170.244.29,malicious,61,8,0,14061
107.170.244.30,malicious,64,6,0,14061
107.170.244.31,malicious,60,10,0,14061
107.170.245.10,malicious,62,6,0,14061
107.170.245.12,malicious,56,12,0,14061
107.170.245.26,malicious,64,6,0,14061
107.170.245.28,malicious,63,6,0,14061
107.170.245.32,malicious,65,4,0,14061
107.170.245.35,malicious,63,5,0,14061
107.170.245.37,malicious,61,6,1,14061
107.170.245.39,malicious,64,5,0,14061
107.170.245.4,malicious,58,9,0,14061
107.170.245.5,malicious,60,9,0,14061
107.170.245.8,malicious,65,4,0,14061
107.170.245.9,malicious,64,5,0,14061
107.170.246.16,malicious,63,5,0,14061
107.170.246.19,malicious,64,5,0,14061
107.170.246.21,malicious,63,6,0,14061
107.170.246.29,malicious,64,5,0,14061
107.170.246.30,malicious,59,12,0,14061
107.170.246.35,malicious,57,12,0,14061
107.170.246.36,malicious,62,8,0,14061
107.170.246.40,malicious,64,6,0,14061
107.170.246.44,malicious,59,10,0,14061
107.170.246.45,malicious,60,8,1,14061
107.170.246.46,malicious,62,6,0,14061
107.170.247.13,malicious,63,6,0,14061
107.170.247.15,malicious,60,9,0,14061
107.170.247.16,malicious,56,11,1,14061
107.170.247.22,malicious,64,5,0,14061
107.170.247.28,malicious,62,7,0,14061
107.170.247.34,malicious,61,8,0,14061
107.170.247.35,malicious,58,11,0,14061
107.170.247.36,malicious,58,11,0,14061
107.170.247.37,malicious,64,6,0,14061
107.170.247.39,malicious,60,9,0,14061
107.170.247.40,malicious,59,10,0,14061
107.170.247.42,malicious,59,8,0,14061
107.170.247.43,malicious,62,6,0,14061
107.170.247.44,malicious,63,6,0,14061
107.170.247.45,malicious,64,5,0,14061
107.170.247.46,malicious,64,5,0,14061
107.170.247.47,malicious,63,4,0,14061
107.170.248.13,malicious,61,8,0,14061
107.170.248.15,malicious,59,9,0,14061
107.170.248.16,malicious,58,11,0,14061
107.170.248.21,malicious,58,12,0,14061
107.170.248.23,malicious,60,10,0,14061
107.170.248.34,malicious,59,10,0,14061
107.170.248.42,malicious,59,10,0,14061
107.170.248.43,malicious,59,9,0,14061
107.170.248.44,malicious,60,9,0,14061
107.170.248.45,malicious,64,5,1,14061
107.170.248.46,malicious,60,9,0,14061
107.170.248.6,malicious,58,11,0,14061
107.170.249.12,malicious,59,10,0,14061
107.170.249.15,malicious,60,7,0,14061
107.170.249.19,malicious,59,9,0,14061
107.170.249.30,malicious,62,6,0,14061
107.170.249.41,malicious,60,11,1,14061
107.170.249.7,malicious,63,6,0,14061
107.170.250.10,malicious,60,7,0,14061
107.170.250.29,malicious,64,5,0,14061
107.170.250.36,malicious,63,8,0,14061
107.170.250.38,malicious,66,4,0,14061
107.170.251.12,malicious,58,11,0,14061
107.170.251.21,malicious,60,8,0,14061
107.170.251.22,malicious,63,6,0,14061
107.170.251.23,malicious,63,5,0,14061
107.170.251.38,malicious,63,6,1,14061
107.170.251.41,malicious,65,4,1,14061
107.170.251.42,malicious,65,4,0,14061
107.170.251.7,malicious,63,6,0,14061
107.170.252.15,malicious,63,5,0,14061
107.170.252.16,malicious,64,5,0,14061
107.170.252.18,malicious,59,9,0,14061
107.170.252.35,malicious,64,6,0,14061
107.170.252.38,malicious,64,6,0,14061
107.170.252.41,malicious,60,9,0,14061
107.170.252.43,malicious,60,9,0,14061
107.170.252.44,malicious,65,4,0,14061
107.170.252.45,malicious,64,5,0,14061
107.170.252.46,malicious,65,4,0,14061
107.170.252.47,malicious,65,4,0,14061
107.170.252.49,malicious,65,4,1,14061
107.170.252.50,malicious,67,2,0,14061
107.170.252.53,malicious,63,5,0,14061
107.170.252.55,malicious,59,9,0,14061
107.170.252.56,malicious,60,10,0,14061
107.170.252.58,malicious,63,6,0,14061
107.170.252.60,malicious,62,7,0,14061
107.170.252.61,malicious,65,4,0,14061
107.170.252.62,malicious,64,5,0,14061
107.170.252.63,malicious,63,7,1,14061
107.170.252.64,malicious,65,4,1,14061
107.170.252.67,malicious,64,6,0,14061
107.170.252.68,malicious,66,3,0,14061
107.170.253.14,malicious,61,8,0,14061
107.170.253.28,malicious,57,12,0,14061
107.170.253.35,malicious,63,8,0,14061
107.170.253.36,malicious,61,10,0,14061
107.170.253.37,malicious,60,10,0,14061
107.170.253.38,malicious,61,6,0,14061
107.170.254.16,malicious,63,6,1,14061
107.170.254.17,malicious,64,5,0,14061
107.170.254.20,malicious,66,3,0,14061
107.170.254.23,malicious,64,5,0,14061
107.170.254.24,malicious,66,3,0,14061
107.170.254.26,malicious,62,6,0,14061
107.170.254.27,malicious,61,8,0,14061
107.170.254.28,malicious,66,3,1,14061
107.170.254.29,malicious,61,8,0,14061
107.170.254.30,malicious,62,5,0,14061
107.170.254.31,malicious,64,5,0,14061
107.170.254.6,malicious,62,8,1,14061
107.170.254.8,malicious,60,9,0,14061
107.170.254.9,malicious,59,9,0,14061
107.170.255.12,malicious,60,8,0,14061
107.170.255.16,malicious,60,9,0,14061
107.170.255.20,malicious,57,11,0,14061
107.170.255.21,malicious,63,6,0,14061
107.170.255.24,malicious,65,5,1,14061
107.170.255.29,malicious,64,4,0,14061
107.170.255.30,malicious,65,4,0,14061
107.170.255.35,malicious,66,3,0,14061
107.170.255.4,malicious,56,12,0,14061
107.170.255.7,malicious,63,6,0,14061
107.170.90.70,malicious,62,5,1,14061
107.172.102.27,malicious,64,3,1,36352
107.172.142.182,malicious,65,2,0,36352
107.172.143.146,malicious,63,4,1,36352
107.172.80.130,malicious,59,5,2,36352
107.173.114.222,malicious,63,4,0,36352
107.173.219.152,malicious,62,5,0,36352
107.174.252.242,malicious,64,3,0,36352
107.174.88.250,malicious,65,2,2,36352
107.175.21.6,malicious,53,14,1,36352
107.175.79.85,malicious,61,3,2,36352
107.184.198.87,malicious,59,8,1,20001
107.189.12.85,malicious,55,14,1,53667
107.191.39.175,malicious,0,0,0,20473
107.192.108.151,malicious,57,10,2,7018
107.198.183.238,malicious,56,9,1,7018
107.23.10.93,malicious,0,0,0,14618
107.6.112.252,malicious,55,13,1,14636
108.1.155.14,malicious,64,2,0,701
108.165.46.138,malicious,62,6,0,399045
108.165.46.142,malicious,63,4,2,399045
108.165.46.194,malicious,61,7,0,399045
108.181.125.178,malicious,63,4,2,40676
108.181.48.249,malicious,0,0,0,40676
108.184.14.92,malicious,61,4,2,20001
108.191.124.27,malicious,58,6,1,33363
108.21.89.29,malicious,61,5,0,701
108.214.44.166,malicious,65,2,0,7018
108.220.101.181,malicious,64,3,1,7018
108.29.58.17,malicious,65,2,0,701
108.30.132.95,malicious,59,8,2,701
108.34.243.203,malicious,63,3,1,701
108.41.240.224,malicious,63,4,1,701
108.5.237.114,malicious,63,3,1,701
108.52.24.16,malicious,60,8,2,701
108.54.102.254,malicious,65,2,0,701
108.54.65.170,malicious,65,1,2,701
108.6.229.188,malicious,64,1,1,701
108.6.44.198,malicious,56,13,0,701
108.61.119.58,malicious,0,0,0,20473
109.107.241.125,malicious,59,6,1,9038
109.116.144.181,malicious,64,3,1,30722
109.122.193.59,malicious,60,5,2,49872
109.123.233.136,malicious,64,3,1,141995
109.123.234.130,malicious,60,6,0,141995
109.123.244.23,malicious,61,4,2,51167
109.123.251.132,malicious,64,3,0,51167
109.126.53.51,malicious,63,2,2,42038
109.132.69.215,malicious,62,5,1,5432
109.146.81.127,malicious,64,1,1,2856
109.147.45.43,malicious,64,1,1,2856
109.157.21.195,malicious,62,4,0,2856
109.167.215.132,malicious,63,4,0,25408
109.174.62.79,malicious,61,6,1,30922
109.186.10.218,malicious,63,3,0,1680
109.194.65.212,malicious,62,5,0,49048
109.194.78.140,malicious,61,6,1,49048
109.195.18.37,malicious,64,3,0,50543
109.195.82.21,malicious,60,8,0,51570
109.196.64.159,malicious,66,1,0,44056
109.199.142.119,malicious,64,2,0,34754
109.205.183.109,malicious,60,8,0,51167
109.205.213.12,malicious,56,11,1,19318
109.205.213.150,malicious,64,4,1,19318
109.205.213.190,malicious,63,3,1,19318
109.205.213.34,malicious,59,8,0,19318
109.205.213.90,malicious,64,3,0,19318
109.205.213.94,malicious,62,5,0,19318
109.210.140.105,malicious,62,4,0,3215
109.230.81.74,malicious,60,7,1,206065
109.237.26.92,malicious,61,5,1,63949
109.238.227.142,malicious,63,4,0,35805
109.248.140.205,malicious,62,4,1,204128
109.248.6.78,malicious,62,5,0,213220
109.67.57.14,malicious,62,4,2,8551
109.74.202.145,malicious,61,5,0,63949
109.74.206.41,malicious,63,4,1,63949
109.87.204.160,malicious,65,0,1,13188
109.92.246.62,malicious,62,5,1,8400
110.137.103.213,malicious,64,1,1,7713
110.138.150.214,malicious,0,0,0,7713
110.152.82.174,malicious,64,1,1,4134
110.16.151.178,malicious,62,3,1,4837
110.167.127.216,malicious,62,4,2,140061
110.17.136.251,malicious,64,1,1,4837
110.177.102.36,malicious,62,4,1,4134
110.178.46.93,malicious,59,11,1,4134
110.18.176.148,malicious,65,1,1,4837
110.181.111.250,malicious,65,0,1,4134
110.182.224.144,malicious,63,4,0,4134
110.182.225.72,malicious,63,3,0,4134
110.182.245.133,malicious,58,7,0,4134
110.182.249.140,malicious,56,13,2,4134
110.182.97.134,malicious,62,6,0,4134
110.183.21.230,malicious,61,5,0,4134
110.183.30.252,malicious,64,1,1,4134
110.19.60.104,malicious,64,2,0,4837
110.228.94.51,malicious,65,2,0,4837
110.231.2.241,malicious,63,2,0,4837
110.232.87.118,malicious,62,3,1,23679
110.235.103.127,malicious,65,1,1,9269
110.235.247.58,malicious,62,3,1,23673
110.235.9.237,malicious,60,4,1,9269
110.239.65.57,malicious,0,0,0,136907
110.249.135.114,malicious,62,3,1,4837
110.249.135.115,malicious,64,1,1,4837
110.249.135.116,malicious,62,5,2,4837
110.249.135.117,malicious,61,5,1,4837
110.249.183.69,malicious,61,5,2,4837
110.252.211.185,malicious,0,0,0,4837
110.255.221.18,malicious,65,1,1,4837
110.39.173.150,malicious,63,4,1,38264
110.39.55.202,malicious,60,7,2,38264
110.40.154.233,malicious,61,4,0,45090
110.40.156.29,malicious,60,5,0,45090
110.40.158.109,malicious,56,10,1,45090
110.40.183.203,malicious,0,0,0,45090
110.40.224.160,malicious,58,8,0,45090
110.4.252.249,malicious,61,5,1,4685
110.41.145.178,malicious,0,0,0,55990
110.41.171.134,malicious,62,3,1,55990
110.42.252.106,malicious,63,2,0,45090
110.44.240.198,malicious,63,1,1,9845
110.46.12.13,malicious,60,5,1,9845
110.46.13.136,malicious,65,1,1,9845
110.46.13.141,malicious,64,2,1,9845
110.46.206.69,malicious,61,4,2,9697
110.46.206.71,malicious,62,3,1,9697
110.46.206.74,malicious,64,2,0,9697
110.46.243.5,malicious,58,8,2,9697
110.5.7.9,malicious,64,1,1,4685
110.51.133.208,malicious,65,1,1,45113
110.6.132.71,malicious,65,0,1,4837
110.7.52.148,malicious,55,14,1,4837
110.78.151.188,malicious,0,0,0,131090
110.87.105.9,malicious,0,0,0,4134
111.0.127.29,malicious,63,3,1,56041
111.122.175.73,malicious,64,0,2,4134
111.14.178.102,malicious,63,3,1,24444
111.15.165.172,malicious,57,9,1,24444
111.15.232.9,malicious,64,2,0,24444
111.160.116.170,malicious,61,8,1,4837
111.164.178.95,malicious,62,2,2,4837
111.173.104.104,malicious,64,2,1,148981
111.173.104.220,malicious,65,1,0,148981
111.173.105.59,malicious,63,3,1,148981
111.173.80.130,malicious,65,2,0,148981
