ip,classification,Harmless,Malicious,Suspicious
35.203.211.150,malicious,57,8,0
35.203.211.151,malicious,59,6,0
35.203.211.152,malicious,58,8,0
35.203.211.153,malicious,59,6,0
35.203.211.154,malicious,59,6,0
35.203.211.155,malicious,57,8,1
35.203.211.156,malicious,55,9,0
35.203.211.157,malicious,62,4,0
35.203.211.158,malicious,56,8,0
35.203.211.159,malicious,60,6,0
35.203.211.16,malicious,56,8,1
35.203.211.160,malicious,60,5,0
35.203.211.161,malicious,62,4,0
35.203.211.162,malicious,58,7,0
35.203.211.163,malicious,59,6,0
35.203.211.164,malicious,59,6,0
35.203.211.165,malicious,60,6,0
35.203.211.166,malicious,60,6,0
35.203.211.167,malicious,62,4,0
35.203.211.168,malicious,58,6,0
35.203.211.169,malicious,59,7,0
35.203.211.17,malicious,62,4,0
35.203.211.170,malicious,62,4,0
35.203.211.171,malicious,59,6,0
35.203.211.172,malicious,59,6,0
35.203.211.173,malicious,54,10,0
35.203.211.174,malicious,59,5,0
35.203.211.175,malicious,58,6,0
35.203.211.176,malicious,57,8,0
35.203.211.177,malicious,60,6,0
35.203.211.178,malicious,61,5,0
35.203.211.179,malicious,57,8,0
35.203.211.18,malicious,56,8,0
35.203.211.180,malicious,61,5,1
35.203.211.181,malicious,57,8,0
35.203.211.182,malicious,58,6,0
35.203.211.183,malicious,59,5,0
35.203.211.184,malicious,58,6,0
35.203.211.185,malicious,60,6,0
35.203.211.186,malicious,60,6,0
35.203.211.187,malicious,61,5,0
35.203.211.188,malicious,59,5,0
35.203.211.189,malicious,61,4,0
35.203.211.19,malicious,59,6,0
35.203.211.190,malicious,58,6,0
35.203.211.191,malicious,57,8,0
35.203.211.192,malicious,57,8,0
35.203.211.193,malicious,61,5,0
35.203.211.194,malicious,60,6,0
35.203.211.195,malicious,60,6,0
35.203.211.196,malicious,60,6,0
35.203.211.197,malicious,59,6,0
35.203.211.198,malicious,62,4,0
35.203.211.199,malicious,60,5,0
35.203.211.20,malicious,57,7,0
35.203.211.200,malicious,59,6,0
35.203.211.201,malicious,61,5,0
35.203.211.202,malicious,58,7,0
35.203.211.203,malicious,58,8,0
35.203.211.204,malicious,58,6,0
35.203.211.205,malicious,61,5,0
35.203.211.206,malicious,58,8,0
35.203.211.207,malicious,59,6,0
35.203.211.208,malicious,60,6,0
35.203.211.209,malicious,60,6,0
35.203.211.21,malicious,60,6,0
35.203.211.210,malicious,60,4,0
35.203.211.211,malicious,62,4,0
35.203.211.212,malicious,55,9,0
35.203.211.213,malicious,62,4,0
35.203.211.214,malicious,57,8,0
35.203.211.215,malicious,59,6,0
35.203.211.216,malicious,60,5,0
35.203.211.217,malicious,61,5,0
35.203.211.218,malicious,62,4,0
35.203.211.219,malicious,59,6,0
35.203.211.22,malicious,61,5,0
35.203.211.220,malicious,57,7,0
35.203.211.221,malicious,59,6,0
35.203.211.222,malicious,61,5,0
35.203.211.223,malicious,62,4,0
35.203.211.224,malicious,58,6,0
35.203.211.225,malicious,62,4,0
35.203.211.226,malicious,60,5,0
35.203.211.227,malicious,59,6,0
35.203.211.228,malicious,62,4,0
35.203.211.229,malicious,56,8,0
35.203.211.23,malicious,62,5,0
35.203.211.230,malicious,56,9,0
35.203.211.231,malicious,59,5,0
35.203.211.232,malicious,60,5,0
35.203.211.233,malicious,58,8,0
35.203.211.234,malicious,58,7,0
35.203.211.235,malicious,59,6,0
35.203.211.236,malicious,62,5,0
35.203.211.237,malicious,58,6,0
35.203.211.238,malicious,60,6,0
35.203.211.239,malicious,62,4,0
35.203.211.24,malicious,58,6,0
35.203.211.240,malicious,59,5,0
35.203.211.241,malicious,60,6,0
35.203.211.242,malicious,60,6,0
35.203.211.243,malicious,57,8,0
35.203.211.244,malicious,58,7,0
35.203.211.245,malicious,61,5,0
35.203.211.246,malicious,60,5,0
35.203.211.247,malicious,58,6,0
35.203.211.248,malicious,56,8,0
35.203.211.249,malicious,61,5,0
35.203.211.25,malicious,60,5,0
35.203.211.250,malicious,61,5,0
35.203.211.251,malicious,58,7,0
35.203.211.252,malicious,59,6,0
35.203.211.253,malicious,61,5,0
35.203.211.254,malicious,59,6,0
35.203.211.26,malicious,61,5,0
35.203.211.27,malicious,57,8,0
35.203.211.28,malicious,60,5,0
35.203.211.29,malicious,59,5,0
35.203.211.3,malicious,59,5,0
35.203.211.30,malicious,58,6,0
35.203.211.31,malicious,58,6,0
35.203.211.32,malicious,59,6,0
35.203.211.33,malicious,58,8,0
35.203.211.34,malicious,58,6,0
35.203.211.35,malicious,61,5,0
35.203.211.36,malicious,57,8,0
35.203.211.37,malicious,57,8,0
35.203.211.38,malicious,60,5,0
35.203.211.39,malicious,60,6,0
35.203.211.4,malicious,61,5,0
35.203.211.40,malicious,58,6,0
35.203.211.41,malicious,57,8,0
35.203.211.42,malicious,58,8,0
35.203.211.43,malicious,59,6,0
35.203.211.44,malicious,56,9,0
35.203.211.45,malicious,61,5,0
35.203.211.46,malicious,56,8,0
35.203.211.47,malicious,61,5,0
35.203.211.48,malicious,57,8,0
35.203.211.49,malicious,62,4,0
35.203.211.5,malicious,57,8,0
35.203.211.50,malicious,61,5,0
35.203.211.51,malicious,59,6,0
35.203.211.52,malicious,56,8,0
35.203.211.53,malicious,59,6,0
35.203.211.54,malicious,59,6,0
35.203.211.55,malicious,59,6,0
35.203.211.56,malicious,60,6,0
35.203.211.57,malicious,59,6,0
35.203.211.58,malicious,58,7,0
35.203.211.59,malicious,59,6,0
35.203.211.6,malicious,58,7,0
35.203.211.60,malicious,60,6,0
35.203.211.61,malicious,57,8,0
35.203.211.62,malicious,61,6,0
35.203.211.63,malicious,61,4,0
35.203.211.64,malicious,62,4,0
35.203.211.65,malicious,56,10,0
35.203.211.66,malicious,59,6,0
35.203.211.67,malicious,55,10,0
35.203.211.68,malicious,61,5,0
35.203.211.69,malicious,61,5,0
35.203.211.7,malicious,59,6,0
35.203.211.70,malicious,56,8,0
35.203.211.71,malicious,62,4,0
35.203.211.72,malicious,60,5,0
35.203.211.73,malicious,58,8,0
35.203.211.74,malicious,61,5,0
35.203.211.75,malicious,57,8,0
35.203.211.76,malicious,60,6,0
35.203.211.77,malicious,60,6,0
35.203.211.78,malicious,59,5,0
35.203.211.79,malicious,60,6,0
35.203.211.8,malicious,60,6,0
35.203.211.80,malicious,59,5,0
35.203.211.81,malicious,60,6,0
35.203.211.82,malicious,62,4,0
35.203.211.83,malicious,58,6,0
35.203.211.84,malicious,58,6,0
35.203.211.85,malicious,58,8,0
35.203.211.86,malicious,56,8,0
35.203.211.87,malicious,59,5,0
35.203.211.88,malicious,58,6,0
35.203.211.89,malicious,57,8,0
35.203.211.9,malicious,60,6,0
35.203.211.90,malicious,55,9,0
35.203.211.91,malicious,61,6,0
35.203.211.92,malicious,60,5,0
35.203.211.93,malicious,59,6,0
35.203.211.94,malicious,62,4,0
35.203.211.95,malicious,62,4,0
35.203.211.96,malicious,57,8,0
35.203.211.97,malicious,57,8,0
35.203.211.98,malicious,61,5,0
35.203.211.99,malicious,56,9,0
35.203.25.31,malicious,0,0,0
35.203.57.132,malicious,63,2,0
35.203.93.95,malicious,0,0,0
35.203.94.213,malicious,64,1,0
35.204.127.85,malicious,63,2,0
35.204.160.151,malicious,0,0,0
35.204.174.184,malicious,0,0,0
35.204.190.141,malicious,63,2,0
35.204.59.4,malicious,0,0,0
35.205.52.130,malicious,64,1,0
35.208.208.243,malicious,66,0,0
35.216.181.245,malicious,0,0,0
35.216.185.244,malicious,0,0,0
35.216.205.199,malicious,60,7,0
35.216.216.224,malicious,62,4,0
35.221.103.113,malicious,63,2,0
35.221.183.131,malicious,0,0,0
35.221.253.210,malicious,64,1,0
35.223.166.26,malicious,0,0,0
35.223.96.82,malicious,0,0,0
35.226.189.209,malicious,0,0,0
35.226.7.126,malicious,0,0,0
35.227.181.71,malicious,0,0,0
35.227.188.181,malicious,63,1,0
35.227.70.232,malicious,0,0,0
35.227.95.26,malicious,63,2,0
35.228.12.66,malicious,61,6,1
35.228.142.91,malicious,58,7,1
35.228.154.102,malicious,63,3,0
35.228.156.0,malicious,59,5,1
35.228.158.7,malicious,60,4,1
35.228.221.70,malicious,0,0,0
35.228.236.206,malicious,62,2,1
35.228.41.215,malicious,61,5,0
35.228.49.229,malicious,60,5,1
35.228.9.145,malicious,58,7,0
35.229.137.163,malicious,0,0,0
35.229.140.221,malicious,0,0,0
35.229.36.181,malicious,0,0,0
35.229.91.119,malicious,0,0,0
35.230.101.105,malicious,0,0,0
35.230.135.1,malicious,63,1,0
35.230.27.231,malicious,64,1,0
35.230.66.101,malicious,53,15,0
35.230.97.79,malicious,0,0,0
35.232.155.217,malicious,0,0,0
35.232.215.101,malicious,0,0,0
35.233.217.245,malicious,0,0,0
35.233.86.34,malicious,0,0,0
35.233.96.148,malicious,0,0,0
35.234.103.150,malicious,62,2,0
35.234.121.202,malicious,64,1,0
35.234.123.150,malicious,0,0,0
35.234.155.224,malicious,63,1,0
35.234.248.252,malicious,63,1,0
35.234.252.198,malicious,64,1,0
35.234.253.49,malicious,64,1,0
35.234.59.47,malicious,64,1,0
35.234.64.107,malicious,63,2,0
35.238.169.240,malicious,0,0,0
35.240.0.57,malicious,62,2,0
35.241.143.235,malicious,0,0,0
35.241.213.140,malicious,0,0,0
35.241.216.128,malicious,64,0,0
35.242.149.39,malicious,0,0,0
35.242.170.250,malicious,61,4,1
35.242.215.185,malicious,64,1,0
35.243.110.24,malicious,63,3,0
35.243.157.123,malicious,63,2,0
35.243.235.122,malicious,64,1,0
35.243.66.113,malicious,63,1,0
35.244.118.155,malicious,63,1,0
35.244.45.211,malicious,63,2,0
35.244.55.208,malicious,58,8,0
35.244.61.86,malicious,63,2,0
35.244.70.101,malicious,62,4,1
35.244.71.81,malicious,0,0,0
35.245.1.239,malicious,0,0,0
35.245.188.56,malicious,63,1,0
35.245.20.223,malicious,0,0,0
35.245.220.233,malicious,0,0,0
35.245.223.63,malicious,62,1,0
35.245.237.235,malicious,59,5,1
35.245.252.151,malicious,0,0,0
35.245.253.113,malicious,0,0,0
35.245.49.226,malicious,48,0,0
35.245.58.159,malicious,0,0,0
35.246.107.172,malicious,0,0,0
35.246.139.0,malicious,61,4,0
35.246.182.183,malicious,63,1,0
35.246.235.60,malicious,64,1,0
35.246.70.7,malicious,0,0,0
35.246.77.59,malicious,0,0,0
35.246.82.199,malicious,0,0,0
35.246.86.94,malicious,0,0,0
35.247.147.69,malicious,62,4,1
35.247.175.32,malicious,58,7,0
35.247.234.164,malicious,62,2,0
35.247.75.40,malicious,0,0,0
36.108.170.94,malicious,63,1,0
36.110.165.98,malicious,65,0,1
36.110.36.103,malicious,60,4,1
36.112.206.227,malicious,0,0,0
36.113.70.142,malicious,0,0,0
36.129.59.115,malicious,0,0,0
36.133.200.97,malicious,60,5,2
36.134.100.99,malicious,64,2,1
36.134.78.145,malicious,63,3,0
36.134.84.205,malicious,59,6,1
36.137.123.47,malicious,0,0,0
36.139.84.140,malicious,59,6,0
36.140.76.252,malicious,62,5,1
36.141.34.5,malicious,65,2,1
36.154.220.37,malicious,60,6,2
36.155.101.138,malicious,62,1,0
36.155.130.249,malicious,63,4,1
36.157.44.71,malicious,63,1,0
36.22.250.20,malicious,64,1,0
36.225.100.206,malicious,64,1,0
36.225.120.223,malicious,62,5,1
36.232.167.114,malicious,0,0,0
36.233.201.249,malicious,0,0,0
36.235.150.32,malicious,0,0,0
36.237.199.228,malicious,0,0,0
36.24.178.225,malicious,0,0,0
36.248.231.210,malicious,63,2,1
36.26.12.86,malicious,59,5,3
36.26.58.34,malicious,62,4,0
36.3.117.244,malicious,61,3,1
36.3.159.91,malicious,60,6,1
36.32.206.123,malicious,60,5,2
36.35.109.99,malicious,60,5,1
36.37.69.163,malicious,60,5,0
36.39.206.33,malicious,61,3,1
36.39.206.38,malicious,63,1,0
36.39.206.6,malicious,61,3,2
36.43.17.199,malicious,0,0,0
36.65.80.226,malicious,64,1,0
36.66.83.5,malicious,60,6,1
36.67.119.18,malicious,60,5,1
36.69.7.107,malicious,0,0,0
36.70.149.179,malicious,0,0,0
36.7.171.21,malicious,0,0,0
36.7.69.118,malicious,60,5,1
36.7.84.196,malicious,62,3,1
36.71.137.232,malicious,0,0,0
36.71.54.11,malicious,0,0,0
36.71.82.246,malicious,0,0,0
36.72.217.200,malicious,63,2,0
36.81.65.35,malicious,0,0,0
36.85.229.88,malicious,0,0,0
36.88.1.179,malicious,63,1,1
36.88.185.250,malicious,62,3,1
36.90.142.2,malicious,0,0,0
36.92.121.198,malicious,61,3,2
36.92.155.18,malicious,64,2,1
36.92.215.122,malicious,0,0,0
36.92.43.77,malicious,61,4,1
36.93.1.122,malicious,58,6,2
36.94.90.98,malicious,62,5,0
36.95.73.51,malicious,59,6,1
36.95.97.235,malicious,63,1,1
36.99.163.23,malicious,62,3,2
36.99.46.64,malicious,59,8,1
37.120.148.78,malicious,60,6,1
37.120.191.102,malicious,63,3,0
37.144.94.243,malicious,64,2,0
37.157.219.254,malicious,60,6,0
37.157.252.162,malicious,0,0,0
37.179.91.103,malicious,57,14,1
37.187.109.27,malicious,63,4,1
37.187.88.37,malicious,57,11,0
37.187.99.237,malicious,64,4,0
37.210.158.100,malicious,65,1,0
37.211.79.216,malicious,0,0,0
37.220.121.226,malicious,60,6,1
37.224.25.187,malicious,58,8,0
37.236.147.19,malicious,60,6,1
37.36.157.196,malicious,0,0,0
37.37.11.98,malicious,0,0,0
37.44.238.167,malicious,62,3,2
37.44.238.174,malicious,65,1,0
37.44.238.177,malicious,53,15,1
37.44.238.180,malicious,55,11,1
37.44.238.185,malicious,57,8,2
37.44.238.188,malicious,59,6,1
37.44.238.190,malicious,60,5,1
37.44.238.191,malicious,54,16,0
37.44.238.213,malicious,53,18,2
37.56.109.137,malicious,0,0,0
37.63.97.49,malicious,0,0,0
37.8.112.140,malicious,0,0,0
37.9.7.128,malicious,63,2,0
38.10.89.242,malicious,63,0,1
38.107.226.197,malicious,59,10,0
38.123.196.155,malicious,60,5,1
38.132.109.103,malicious,61,4,1
38.132.109.106,malicious,63,3,0
38.132.109.107,malicious,61,4,0
38.132.109.111,malicious,66,1,0
38.132.109.112,malicious,61,4,1
38.132.109.116,malicious,64,2,0
38.132.109.118,malicious,62,4,1
38.132.109.170,malicious,61,3,1
38.132.109.178,malicious,62,3,1
38.132.109.179,malicious,62,3,1
38.132.109.180,malicious,65,2,0
38.132.109.186,malicious,59,9,0
38.133.21.235,malicious,61,5,2
38.158.124.132,malicious,63,1,0
38.170.239.47,malicious,62,4,0
38.171.175.211,malicious,0,1,0
38.25.162.161,malicious,62,4,0
38.25.18.189,malicious,63,2,1
38.25.187.181,malicious,0,0,0
38.25.199.244,malicious,65,0,0
38.41.8.192,malicious,64,3,0
38.42.125.185,malicious,0,0,0
38.43.145.40,malicious,57,9,1
38.43.223.9,malicious,55,13,2
38.51.157.57,malicious,62,3,1
38.51.192.142,malicious,61,6,0
38.54.15.27,malicious,0,0,0
38.54.32.29,malicious,0,0,0
38.56.212.110,malicious,62,5,1
38.6.163.44,malicious,0,0,0
38.66.212.178,malicious,63,4,1
38.7.199.159,malicious,62,6,0
38.7.24.195,malicious,64,3,0
38.7.27.44,malicious,64,1,0
38.7.84.155,malicious,0,0,0
38.7.84.96,malicious,64,1,0
38.7.85.158,malicious,63,2,0
38.7.87.159,malicious,0,0,0
38.7.89.80,malicious,0,0,0
38.7.90.221,malicious,0,0,0
38.76.73.6,malicious,58,9,1
38.83.88.51,malicious,0,0,0
39.100.45.173,malicious,62,3,2
39.100.73.242,malicious,61,6,1
39.101.173.79,malicious,60,4,1
39.101.177.203,malicious,59,5,1
39.101.188.75,malicious,63,3,1
39.101.72.126,malicious,59,5,2
39.101.74.103,malicious,59,8,2
39.101.74.27,malicious,61,5,1
39.101.78.226,malicious,63,1,1
39.102.132.164,malicious,61,4,2
39.103.136.63,malicious,60,6,1
39.103.137.113,malicious,61,4,2
39.103.140.102,malicious,64,1,1
39.103.155.51,malicious,59,5,2
39.103.201.143,malicious,57,7,1
39.103.231.154,malicious,0,0,0
39.104.27.179,malicious,62,5,0
39.104.49.61,malicious,62,4,1
39.104.55.171,malicious,61,7,0
39.104.75.188,malicious,60,4,1
39.104.81.199,malicious,61,6,1
39.104.85.153,malicious,59,5,2
39.104.89.57,malicious,61,6,0
39.105.109.102,malicious,59,6,1
39.105.143.250,malicious,61,3,2
39.105.152.79,malicious,62,4,1
39.105.183.67,malicious,0,0,0
39.105.19.243,malicious,0,0,0
39.105.193.203,malicious,60,5,2
39.105.196.31,malicious,63,1,1
39.105.202.192,malicious,62,1,1
39.105.211.89,malicious,60,6,2
39.105.212.205,malicious,0,0,0
39.105.217.118,malicious,62,5,1
39.105.228.182,malicious,59,6,2
39.105.27.2,malicious,66,0,0
39.105.67.155,malicious,60,4,2
39.105.81.101,malicious,64,1,1
39.105.96.62,malicious,63,2,1
39.106.101.133,malicious,61,4,2
39.106.152.202,malicious,60,5,2
39.106.18.244,malicious,59,6,0
39.106.25.225,malicious,64,1,0
39.106.26.166,malicious,61,4,0
39.106.4.175,malicious,61,5,2
39.106.47.62,malicious,62,3,2
39.106.81.183,malicious,57,8,1
39.106.86.77,malicious,65,0,1
39.107.100.234,malicious,60,8,2
39.107.103.199,malicious,62,3,2
39.107.107.125,malicious,59,6,1
39.107.118.240,malicious,63,1,1
39.107.158.150,malicious,62,3,0
39.107.204.213,malicious,61,6,1
39.107.226.165,malicious,58,6,2
39.107.233.188,malicious,60,5,1
39.107.61.230,malicious,63,2,0
39.107.79.149,malicious,65,0,1
39.107.96.43,malicious,62,1,1
39.108.11.115,malicious,56,8,2
39.108.121.55,malicious,65,0,1
39.108.125.239,malicious,63,3,0
39.108.161.89,malicious,59,6,2
39.108.163.24,malicious,59,6,2
39.108.164.65,malicious,61,5,2
39.108.230.234,malicious,59,6,2
39.108.246.150,malicious,0,0,0
39.108.48.118,malicious,65,0,1
39.108.7.80,malicious,58,7,1
39.110.54.209,malicious,64,2,0
39.113.173.251,malicious,61,3,1
39.119.205.98,malicious,60,5,2
39.119.76.13,malicious,58,6,2
39.120.235.140,malicious,60,6,0
39.129.143.39,malicious,62,5,1
39.129.27.67,malicious,59,8,1
39.129.27.80,malicious,62,3,2
39.152.176.57,malicious,61,5,3
39.152.207.86,malicious,61,3,1
39.153.246.234,malicious,60,6,2
39.165.160.167,malicious,64,1,0
39.170.91.56,malicious,63,2,3
39.173.95.232,malicious,62,3,1
39.174.196.203,malicious,57,9,1
39.174.35.136,malicious,64,3,1
39.185.222.183,malicious,0,0,0
39.189.10.184,malicious,64,1,0
39.51.214.4,malicious,63,1,0
39.55.132.25,malicious,0,0,0
39.65.178.131,malicious,63,1,0
39.65.254.234,malicious,63,2,0
39.74.109.211,malicious,62,3,1
39.74.243.195,malicious,62,2,0
39.77.188.218,malicious,0,0,0
39.96.117.48,malicious,60,4,2
39.96.24.139,malicious,59,6,2
39.98.122.19,malicious,61,3,1
39.98.186.181,malicious,58,6,2
39.98.190.187,malicious,62,4,0
39.98.241.209,malicious,65,1,0
39.98.56.117,malicious,65,0,0
39.98.57.61,malicious,60,7,2
39.98.66.72,malicious,62,3,2
39.98.77.45,malicious,61,5,1
39.98.88.57,malicious,62,2,1
39.99.128.250,malicious,64,1,0
39.99.139.32,malicious,58,8,0
39.99.150.210,malicious,63,2,1
39.99.159.121,malicious,0,1,0
39.99.227.210,malicious,48,0,0
39.99.249.132,malicious,64,2,1
39.99.49.179,malicious,63,4,3
40.115.210.87,malicious,64,3,0
40.132.192.137,malicious,61,4,0
40.90.170.75,malicious,61,5,1
41.111.135.177,malicious,59,6,1
41.128.181.87,malicious,59,6,1
41.129.53.164,malicious,60,4,2
41.130.229.108,malicious,63,1,0
41.143.71.173,malicious,0,0,0
41.169.160.194,malicious,61,5,1
41.181.187.61,malicious,62,4,0
41.197.31.178,malicious,60,5,0
41.204.93.114,malicious,60,6,1
41.208.71.226,malicious,60,6,0
41.210.131.212,malicious,59,6,0
41.214.134.198,malicious,58,8,1
41.214.134.200,malicious,61,5,1
41.214.134.201,malicious,54,13,1
41.214.134.202,malicious,57,9,1
41.214.134.206,malicious,59,6,2
41.216.188.46,malicious,65,2,2
41.222.112.158,malicious,66,0,0
41.225.11.68,malicious,59,9,0
41.230.60.199,malicious,59,7,1
41.231.87.69,malicious,58,8,1
41.236.193.228,malicious,0,0,0
41.249.39.114,malicious,0,0,0
41.250.232.22,malicious,0,0,0
41.33.169.163,malicious,62,2,1
41.33.179.93,malicious,0,0,0
41.33.240.117,malicious,58,7,1
41.38.186.200,malicious,0,0,0
41.38.19.205,malicious,62,5,2
41.38.97.229,malicious,59,7,2
41.59.104.97,malicious,63,2,0
41.59.202.12,malicious,61,6,1
41.59.82.153,malicious,64,1,0
41.65.68.75,malicious,60,6,1
41.65.68.76,malicious,60,4,1
41.66.219.165,malicious,0,0,0
41.77.4.1,malicious,62,5,1
41.82.137.1,malicious,63,3,0
41.82.213.42,malicious,60,5,2
41.83.129.4,malicious,64,3,1
41.87.72.102,malicious,62,5,2
41.89.165.200,malicious,62,3,1
42.112.233.201,malicious,0,0,0
42.112.26.84,malicious,0,0,0
42.113.118.13,malicious,0,0,0
42.116.45.59,malicious,0,0,0
42.117.1.27,malicious,58,9,1
42.117.24.188,malicious,0,0,0
42.117.61.146,malicious,0,0,0
42.118.167.198,malicious,0,0,0
42.123.126.194,malicious,60,6,1
42.180.39.49,malicious,0,0,0
42.188.119.101,malicious,0,0,0
42.192.1.104,malicious,0,0,0
42.192.118.166,malicious,63,3,1
42.192.145.20,malicious,60,6,0
42.192.230.47,malicious,61,4,0
42.192.23.3,malicious,55,10,1
42.192.236.143,malicious,0,0,0
42.192.44.5,malicious,64,2,0
42.192.51.101,malicious,61,4,0
42.192.80.60,malicious,63,2,0
42.193.110.114,malicious,62,2,0
42.193.225.172,malicious,58,8,1
42.193.252.203,malicious,63,4,1
42.194.129.69,malicious,63,2,0
42.194.194.116,malicious,60,6,0
42.194.195.158,malicious,60,6,1
42.194.197.234,malicious,63,3,1
42.194.242.171,malicious,62,4,1
42.200.129.227,malicious,59,6,0
42.200.145.217,malicious,63,1,1
42.200.150.157,malicious,61,6,0
42.200.70.128,malicious,63,2,1
42.200.94.83,malicious,63,2,0
42.227.3.34,malicious,0,0,0
42.228.236.57,malicious,0,0,0
42.228.238.226,malicious,0,0,0
42.233.164.231,malicious,0,0,0
42.233.94.55,malicious,0,0,0
42.236.73.50,malicious,63,2,0
42.236.74.187,malicious,60,5,2
42.240.129.35,malicious,63,4,1
42.240.132.149,malicious,63,4,0
42.240.132.227,malicious,64,3,0
42.240.132.229,malicious,63,4,0
42.240.132.26,malicious,62,6,0
42.240.132.34,malicious,63,4,0
42.240.132.44,malicious,64,4,1
42.4.85.221,malicious,64,1,0
42.48.85.100,malicious,62,3,1
42.51.32.208,malicious,0,0,0
42.57.30.104,malicious,65,1,0
42.81.134.193,malicious,61,6,0
42.82.224.71,malicious,63,1,1
42.82.44.37,malicious,62,5,0
42.96.0.18,malicious,54,15,0
42.96.44.235,malicious,63,4,1
42.98.221.110,malicious,64,1,0
43.128.27.51,malicious,0,0,0
43.128.88.115,malicious,63,4,0
43.129.219.189,malicious,55,12,0
43.129.25.6,malicious,62,4,0
43.129.35.207,malicious,55,12,1
43.129.36.145,malicious,55,11,2
43.129.39.176,malicious,57,9,1
43.129.40.155,malicious,55,10,2
43.130.10.173,malicious,54,14,2
43.130.11.228,malicious,53,15,1
43.130.57.239,malicious,55,12,1
43.131.23.30,malicious,57,12,0
43.131.242.173,malicious,54,12,0
43.131.247.244,malicious,56,11,1
43.131.43.27,malicious,55,13,1
43.131.52.47,malicious,55,13,1
43.132.212.202,malicious,0,0,0
43.133.0.192,malicious,55,14,0
43.133.10.29,malicious,55,12,0
43.133.11.82,malicious,55,14,0
43.133.134.155,malicious,57,11,1
43.133.162.70,malicious,52,15,0
43.133.183.49,malicious,54,11,1
43.133.5.165,malicious,55,13,0
43.133.64.54,malicious,51,16,0
43.133.68.16,malicious,56,11,0
43.134.224.218,malicious,54,14,0
43.136.244.114,malicious,0,0,0
43.136.41.254,malicious,62,4,0
43.136.63.184,malicious,63,2,2
43.136.82.222,malicious,62,4,0
43.137.14.181,malicious,0,0,0
43.138.110.196,malicious,0,0,0
43.138.113.56,malicious,61,6,1
43.138.120.243,malicious,61,6,2
43.138.138.49,malicious,64,1,1
43.138.232.82,malicious,0,0,0
43.138.34.178,malicious,63,1,0
43.138.63.240,malicious,62,4,1
43.139.109.141,malicious,61,6,0
43.139.155.108,malicious,59,6,2
43.139.162.241,malicious,58,6,2
43.139.186.126,malicious,61,5,1
43.139.31.224,malicious,62,2,0
43.139.71.247,malicious,61,4,1
43.139.79.217,malicious,60,5,1
43.139.86.39,malicious,62,2,0
43.139.87.118,malicious,61,4,1
43.139.92.153,malicious,0,0,0
43.140.220.121,malicious,62,2,0
43.140.245.7,malicious,61,3,0
43.140.247.37,malicious,0,0,0
43.142.243.124,malicious,57,11,1
43.142.246.76,malicious,60,7,1
43.142.48.195,malicious,0,0,0
43.142.54.227,malicious,0,0,0
43.143.128.23,malicious,0,0,0
43.143.164.194,malicious,62,2,0
43.143.166.206,malicious,0,0,0
43.143.181.225,malicious,58,7,1
43.143.186.79,malicious,56,10,1
43.143.195.160,malicious,61,3,1
43.143.195.75,malicious,61,4,1
43.143.197.202,malicious,64,1,1
43.143.226.132,malicious,65,1,0
43.143.227.109,malicious,59,8,1
43.143.234.74,malicious,60,8,1
43.143.253.162,malicious,63,0,0
43.143.31.67,malicious,59,6,1
43.143.53.90,malicious,59,6,1
43.143.79.145,malicious,62,3,0
43.143.80.40,malicious,62,3,1
43.153.169.80,malicious,55,13,0
43.153.178.146,malicious,53,16,1
43.153.214.144,malicious,61,6,3
43.153.89.49,malicious,66,0,0
43.154.25.244,malicious,55,12,0
43.155.129.115,malicious,54,13,0
43.155.152.6,malicious,53,15,1
43.155.155.143,malicious,54,13,0
43.155.159.89,malicious,55,13,0
43.155.160.194,malicious,50,16,1
43.155.163.36,malicious,64,1,0
43.155.183.210,malicious,0,0,0
43.155.187.182,malicious,0,0,0
43.157.198.172,malicious,57,10,1
43.157.20.143,malicious,55,13,1
43.157.32.103,malicious,55,13,1
43.157.50.168,malicious,55,13,1
43.157.5.232,malicious,55,14,0
43.157.54.73,malicious,55,13,1
43.157.62.27,malicious,52,14,1
43.157.65.152,malicious,56,12,1
43.158.214.10,malicious,55,12,0
43.158.215.27,malicious,55,12,1
43.158.217.137,malicious,57,9,0
43.158.217.205,malicious,55,11,0
43.163.219.230,malicious,53,14,0
43.163.220.47,malicious,55,14,1
43.163.232.152,malicious,55,14,0
43.204.209.147,malicious,0,0,0
43.218.129.52,malicious,64,1,0
43.225.98.114,malicious,59,6,0
43.226.238.184,malicious,60,4,1
43.227.253.178,malicious,61,4,1
43.228.124.186,malicious,60,3,2
43.230.67.234,malicious,61,2,3
43.239.110.70,malicious,62,5,1
43.239.111.20,malicious,54,13,1
43.239.156.121,malicious,63,3,1
43.240.72.149,malicious,0,0,0
43.241.76.57,malicious,58,9,0
43.242.212.24,malicious,60,4,2
43.242.212.25,malicious,59,6,1
43.242.212.74,malicious,59,6,2
43.246.208.85,malicious,62,5,1
43.248.138.191,malicious,0,0,0
43.249.233.111,malicious,54,14,2
43.249.24.60,malicious,63,2,0
43.249.8.23,malicious,64,2,0
43.252.236.58,malicious,62,4,1
43.254.225.232,malicious,63,1,1
44.204.81.215,malicious,61,6,1
45.10.21.226,malicious,61,5,0
45.10.25.10,malicious,64,1,1
45.113.253.48,malicious,0,0,0
45.115.253.174,malicious,0,0,0
45.116.78.198,malicious,61,4,1
