ip,classification,Harmless,Malicious,Suspicious
65.49.1.13,malicious,51,17,0
65.49.1.14,malicious,51,16,1
65.49.1.15,malicious,52,16,0
65.49.1.16,malicious,53,16,1
65.49.1.17,malicious,53,15,1
65.49.1.18,malicious,53,12,1
65.49.1.19,malicious,51,16,1
65.49.1.20,malicious,55,14,1
65.49.1.21,malicious,52,16,1
65.49.1.22,malicious,53,16,1
65.49.1.23,malicious,54,16,0
65.49.1.24,malicious,53,16,3
65.49.1.25,malicious,53,15,1
65.49.1.26,malicious,52,17,0
65.49.1.27,malicious,54,16,0
65.49.1.28,malicious,53,15,1
65.49.1.29,malicious,51,16,1
65.49.1.30,malicious,53,13,0
65.49.1.31,malicious,55,15,0
65.49.1.32,malicious,54,15,1
65.49.1.33,malicious,54,13,1
65.49.1.34,malicious,53,15,1
65.49.1.35,malicious,54,14,1
65.49.1.36,malicious,54,14,1
65.49.1.37,malicious,55,13,1
65.49.1.38,malicious,55,13,0
65.49.1.39,malicious,56,12,0
65.49.1.40,malicious,53,15,2
65.49.1.41,malicious,55,15,0
65.49.1.42,malicious,55,15,0
65.49.1.43,malicious,51,16,1
65.49.1.44,malicious,51,16,1
65.49.1.45,malicious,55,13,0
65.49.1.46,malicious,55,15,0
65.49.1.47,malicious,55,13,0
65.49.1.48,malicious,51,16,1
65.49.1.49,malicious,55,15,0
65.49.1.50,malicious,53,17,0
65.49.1.51,malicious,53,16,0
65.49.1.52,malicious,55,14,0
65.49.1.54,malicious,55,13,1
65.49.1.55,malicious,54,15,1
65.49.1.56,malicious,52,16,1
65.49.1.57,malicious,52,16,1
65.49.1.58,malicious,52,16,1
65.49.1.59,malicious,55,15,1
65.49.1.60,malicious,52,16,1
65.49.1.61,malicious,55,14,0
65.49.1.62,malicious,54,16,0
65.49.1.64,malicious,55,16,0
65.49.1.65,malicious,55,15,0
65.49.1.66,malicious,53,16,2
65.49.1.67,malicious,56,13,0
65.49.1.68,malicious,54,16,0
65.49.1.69,malicious,54,14,1
65.49.1.70,malicious,56,14,0
65.49.1.71,malicious,56,14,0
65.49.1.72,malicious,54,15,0
65.49.1.73,malicious,52,16,1
65.49.1.74,malicious,53,16,1
65.49.1.75,malicious,54,15,0
65.49.1.76,malicious,53,15,0
65.49.1.77,malicious,55,13,0
65.49.1.78,malicious,53,16,0
65.49.1.79,malicious,54,13,0
65.49.1.80,malicious,53,15,0
65.49.1.81,malicious,54,15,0
65.49.1.82,malicious,53,16,1
65.49.1.83,malicious,52,15,2
65.49.1.84,malicious,53,14,1
65.49.1.85,malicious,56,13,0
65.49.1.87,malicious,55,15,1
65.49.1.88,malicious,53,16,0
65.49.1.89,malicious,55,15,0
65.49.1.90,malicious,54,15,1
65.49.1.91,malicious,56,11,0
65.49.1.92,malicious,57,12,1
65.49.1.93,malicious,54,16,1
65.49.1.94,malicious,54,13,2
65.49.1.95,malicious,54,14,0
65.49.1.96,malicious,53,15,1
65.49.1.97,malicious,53,15,2
65.49.1.99,malicious,53,15,1
65.49.20.100,malicious,57,10,0
65.49.20.101,malicious,58,11,0
65.49.20.102,malicious,57,10,0
65.49.20.103,malicious,57,12,0
65.49.20.104,malicious,54,12,0
65.49.20.105,malicious,58,11,0
65.49.20.106,malicious,59,10,0
65.49.20.107,malicious,58,10,0
65.49.20.108,malicious,61,6,0
65.49.20.109,malicious,59,9,0
65.49.20.110,malicious,57,11,0
65.49.20.111,malicious,58,11,0
65.49.20.112,malicious,57,12,0
65.49.20.113,malicious,60,6,1
65.49.20.114,malicious,57,9,0
65.49.20.116,malicious,56,13,0
65.49.20.117,malicious,57,10,0
65.49.20.118,malicious,58,11,0
65.49.20.119,malicious,59,11,0
65.49.20.120,malicious,56,12,0
65.49.20.121,malicious,57,11,0
65.49.20.122,malicious,58,11,0
65.49.20.123,malicious,57,12,0
65.49.20.125,malicious,61,6,0
65.49.20.126,malicious,57,11,0
65.49.20.66,malicious,54,14,1
65.49.20.67,malicious,60,8,0
65.49.20.68,malicious,59,9,0
65.49.20.69,malicious,56,12,0
65.49.20.70,malicious,59,10,0
65.49.20.71,malicious,57,10,0
65.49.20.72,malicious,56,12,0
65.49.20.73,malicious,58,10,0
65.49.20.74,malicious,58,8,1
65.49.20.75,malicious,60,7,1
65.49.20.76,malicious,60,8,0
65.49.20.77,malicious,58,9,0
65.49.20.78,malicious,55,12,0
65.49.20.79,malicious,63,4,0
65.49.20.80,malicious,57,12,0
65.49.20.81,malicious,62,6,0
65.49.20.82,malicious,59,8,0
65.49.20.83,malicious,60,6,0
65.49.20.84,malicious,57,12,0
65.49.20.86,malicious,57,12,0
65.49.20.87,malicious,56,10,1
65.49.20.88,malicious,56,13,0
65.49.20.89,malicious,56,10,0
65.49.20.90,malicious,57,10,1
65.49.20.91,malicious,59,9,0
65.49.20.92,malicious,59,8,0
65.49.20.93,malicious,56,10,0
65.49.20.94,malicious,56,11,0
65.49.20.95,malicious,60,7,0
65.49.20.96,malicious,57,12,0
65.49.20.97,malicious,59,9,1
65.49.20.98,malicious,59,10,0
65.49.20.99,malicious,55,11,0
65.59.242.130,malicious,62,1,0
66.108.132.233,malicious,53,13,1
66.108.76.128,malicious,60,5,1
66.109.20.172,malicious,64,4,0
66.115.165.12,malicious,63,4,0
66.119.208.219,malicious,0,0,0
66.151.116.62,malicious,63,1,0
66.168.212.164,malicious,56,12,1
66.172.103.42,malicious,63,1,0
66.175.220.105,malicious,60,8,0
66.188.45.198,malicious,64,1,0
66.205.105.130,malicious,0,0,0
66.207.196.14,malicious,64,1,0
66.22.197.56,malicious,0,0,0
66.222.113.131,malicious,0,0,0
66.225.227.37,malicious,0,0,0
66.225.254.188,malicious,0,0,0
66.228.32.47,malicious,0,0,0
66.228.40.98,malicious,61,4,0
66.231.203.159,malicious,0,0,0
66.240.192.138,malicious,56,13,0
66.240.205.34,malicious,56,12,0
66.240.219.146,malicious,56,11,0
66.240.236.109,malicious,54,14,1
66.240.236.116,malicious,54,13,1
66.240.236.119,malicious,55,13,1
66.242.67.123,malicious,63,2,0
66.27.166.127,malicious,55,10,1
66.51.160.2,malicious,63,1,0
66.51.160.4,malicious,0,0,0
66.51.160.5,malicious,63,1,0
66.51.160.6,malicious,0,0,0
66.51.166.2,malicious,0,0,0
66.51.166.3,malicious,64,1,0
66.57.55.210,malicious,53,14,1
66.58.132.121,malicious,64,2,1
66.59.211.158,malicious,66,0,0
66.70.129.34,malicious,63,4,1
66.85.15.1,malicious,68,0,0
66.90.249.207,malicious,62,2,0
66.91.229.173,malicious,61,3,2
66.91.242.12,malicious,63,2,0
66.94.102.93,malicious,65,2,1
66.94.108.118,malicious,63,4,1
66.94.113.21,malicious,65,0,1
66.94.113.41,malicious,65,0,1
66.94.114.41,malicious,64,0,1
67.100.123.226,malicious,59,5,1
67.10.243.126,malicious,58,9,1
67.131.167.218,malicious,56,12,1
67.204.172.85,malicious,0,0,0
67.205.153.196,malicious,0,0,0
67.205.160.95,malicious,61,6,1
67.205.169.175,malicious,63,2,0
67.207.80.48,malicious,0,0,0
67.211.218.38,malicious,65,1,0
67.217.56.13,malicious,62,4,0
67.217.59.162,malicious,64,3,1
67.245.120.145,malicious,61,7,0
67.251.146.195,malicious,62,3,2
67.53.124.170,malicious,64,1,0
67.55.139.12,malicious,0,0,0
67.82.31.110,malicious,61,6,0
68.111.93.31,malicious,56,12,1
68.112.92.149,malicious,0,0,0
68.119.126.101,malicious,65,1,0
68.15.111.153,malicious,0,0,0
68.15.116.200,malicious,61,5,0
68.169.168.177,malicious,55,11,1
68.170.165.36,malicious,63,1,0
68.173.245.139,malicious,61,4,1
68.178.161.31,malicious,52,15,1
68.178.162.248,malicious,59,7,1
68.178.163.67,malicious,56,11,1
68.178.166.155,malicious,59,6,1
68.178.168.84,malicious,62,6,2
68.183.102.5,malicious,57,8,1
68.183.115.18,malicious,62,5,1
68.183.138.86,malicious,54,0,0
68.183.14.144,malicious,0,0,0
68.183.156.9,malicious,0,0,0
68.183.160.64,malicious,0,0,0
68.183.175.64,malicious,64,3,1
68.183.175.68,malicious,63,1,0
68.183.182.231,malicious,63,4,1
68.183.184.40,malicious,62,3,1
68.183.199.233,malicious,62,4,0
68.183.224.244,malicious,57,10,1
68.183.225.244,malicious,63,3,1
68.183.230.104,malicious,63,4,0
68.183.238.191,malicious,0,0,0
68.183.24.248,malicious,63,6,1
68.183.34.68,malicious,60,6,1
68.183.44.123,malicious,0,0,0
68.183.46.123,malicious,61,3,1
68.183.46.52,malicious,0,0,0
68.183.48.242,malicious,0,0,0
68.183.49.60,malicious,0,0,0
68.183.50.98,malicious,0,0,0
68.183.54.151,malicious,0,0,0
68.183.54.39,malicious,62,4,0
68.183.57.197,malicious,61,6,1
68.183.58.204,malicious,60,6,0
68.183.6.177,malicious,60,6,1
68.183.62.55,malicious,0,0,0
68.183.64.176,malicious,55,11,0
68.183.73.144,malicious,0,0,0
68.183.79.111,malicious,0,0,0
68.183.79.113,malicious,62,6,0
68.183.8.111,malicious,65,3,1
68.183.86.63,malicious,63,3,1
68.183.91.173,malicious,64,2,0
68.183.92.94,malicious,62,1,0
68.183.93.52,malicious,59,6,0
68.183.95.201,malicious,0,0,0
68.38.24.180,malicious,0,0,0
68.69.184.62,malicious,62,6,1
68.69.184.66,malicious,62,6,1
68.69.185.174,malicious,57,10,1
68.99.71.211,malicious,63,3,1
69.10.36.54,malicious,63,2,1
69.10.59.133,malicious,63,4,1
69.127.196.154,malicious,62,4,0
69.138.130.239,malicious,65,2,1
69.144.14.203,malicious,61,6,1
69.157.130.189,malicious,64,1,0
69.158.131.60,malicious,64,1,0
69.159.97.116,malicious,0,0,0
69.164.210.236,malicious,0,0,0
69.164.214.243,malicious,59,8,0
69.164.216.170,malicious,63,6,1
69.164.217.156,malicious,56,0,0
69.164.222.24,malicious,63,2,0
69.165.35.86,malicious,64,2,2
69.165.74.83,malicious,0,0,0
69.229.9.130,malicious,61,3,2
69.252.112.21,malicious,0,0,0
69.36.183.154,malicious,64,1,0
69.4.234.38,malicious,65,2,1
69.5.103.39,malicious,0,0,0
70.104.133.196,malicious,63,3,0
70.166.20.166,malicious,64,1,0
70.172.140.203,malicious,63,2,0
70.182.130.90,malicious,61,3,1
70.183.5.38,malicious,58,8,1
70.184.67.70,malicious,62,2,0
70.39.65.2,malicious,0,0,0
70.53.32.217,malicious,64,1,0
70.55.241.211,malicious,64,1,0
70.74.134.165,malicious,62,2,1
70.91.60.25,malicious,59,6,1
71.105.205.41,malicious,59,6,2
71.13.93.234,malicious,63,3,1
71.163.52.89,malicious,59,6,0
71.167.19.84,malicious,61,3,1
71.190.241.29,malicious,61,3,1
71.211.18.186,malicious,62,3,2
71.224.166.179,malicious,63,4,1
71.238.36.37,malicious,64,2,1
71.27.131.193,malicious,61,3,1
71.53.151.94,malicious,64,0,0
71.6.134.230,malicious,55,14,0
71.6.134.231,malicious,54,13,0
71.6.134.232,malicious,56,13,0
71.6.134.233,malicious,55,12,0
71.6.134.234,malicious,55,14,0
71.6.134.235,malicious,56,13,1
71.6.135.131,malicious,54,14,0
71.6.146.185,malicious,55,15,0
71.6.146.186,malicious,57,13,0
71.6.147.254,malicious,57,9,0
71.6.158.166,malicious,58,11,0
71.6.165.200,malicious,54,15,0
71.6.167.142,malicious,55,11,0
71.6.199.23,malicious,54,14,2
71.6.231.186,malicious,61,5,1
71.6.231.5,malicious,0,0,0
71.6.231.8,malicious,60,5,1
71.6.231.80,malicious,61,5,1
71.6.231.81,malicious,60,5,1
71.6.231.83,malicious,60,5,1
71.6.231.86,malicious,58,8,1
71.6.231.87,malicious,61,5,1
71.6.232.20,malicious,52,14,2
71.6.232.22,malicious,56,12,2
71.6.232.23,malicious,55,11,1
71.6.232.24,malicious,57,10,1
71.6.232.25,malicious,52,12,2
71.6.232.26,malicious,56,11,1
71.6.232.27,malicious,56,12,1
71.6.232.28,malicious,60,6,1
71.66.84.179,malicious,53,14,0
71.75.239.148,malicious,55,13,0
71.90.30.53,malicious,55,11,0
72.130.200.42,malicious,60,5,1
72.13.170.8,malicious,64,4,1
72.13.186.8,malicious,58,9,1
72.133.144.143,malicious,55,14,0
72.134.0.86,malicious,64,1,0
72.137.221.190,malicious,62,2,1
72.138.54.182,malicious,0,0,0
72.139.71.98,malicious,63,1,0
72.167.132.235,malicious,61,4,2
72.176.181.35,malicious,51,17,1
72.225.145.54,malicious,56,10,1
72.69.72.87,malicious,63,5,0
72.89.122.84,malicious,61,4,2
72.90.84.60,malicious,59,6,1
72.93.110.186,malicious,62,5,1
72.93.114.110,malicious,64,1,0
73.106.124.124,malicious,0,0,0
73.135.163.131,malicious,0,0,0
73.135.41.55,malicious,60,5,1
73.183.31.81,malicious,63,2,0
73.188.10.108,malicious,59,6,1
73.220.154.145,malicious,63,3,0
73.223.132.109,malicious,61,4,1
73.232.210.64,malicious,63,1,0
73.244.69.15,malicious,0,0,0
73.245.115.228,malicious,0,0,0
73.43.150.125,malicious,61,4,1
73.57.145.38,malicious,63,0,1
73.68.24.112,malicious,0,0,0
73.84.186.233,malicious,61,5,0
73.93.43.181,malicious,63,4,1
74.101.16.191,malicious,61,4,1
74.102.16.11,malicious,64,0,2
74.108.116.93,malicious,63,1,1
74.108.64.184,malicious,63,1,1
74.132.227.240,malicious,56,12,1
74.135.206.15,malicious,54,11,0
74.138.145.26,malicious,62,2,0
74.141.54.240,malicious,63,4,1
74.142.106.186,malicious,61,4,2
74.143.52.218,malicious,64,1,1
74.205.147.106,malicious,64,2,0
74.207.237.114,malicious,59,9,0
74.207.237.46,malicious,62,6,0
74.207.245.123,malicious,61,6,1
74.207.253.22,malicious,60,8,0
74.208.206.126,malicious,66,1,0
74.212.184.254,malicious,56,9,1
74.214.46.89,malicious,63,1,0
74.235.5.197,malicious,0,0,0
74.3.126.218,malicious,56,9,1
74.3.163.246,malicious,63,1,0
74.50.80.197,malicious,62,4,1
74.50.85.182,malicious,63,2,0
74.63.223.228,malicious,62,2,2
74.63.233.195,malicious,0,0,0
74.64.58.42,malicious,55,11,1
74.71.153.194,malicious,0,0,0
74.82.46.26,malicious,59,6,2
74.82.47.10,malicious,58,10,0
74.82.47.11,malicious,56,13,0
74.82.47.12,malicious,55,15,0
74.82.47.13,malicious,57,12,0
74.82.47.14,malicious,56,12,0
74.82.47.15,malicious,58,11,0
74.82.47.16,malicious,53,14,0
74.82.47.17,malicious,55,12,0
74.82.47.18,malicious,60,7,0
74.82.47.19,malicious,56,13,0
74.82.47.2,malicious,54,16,0
74.82.47.20,malicious,60,9,0
74.82.47.21,malicious,57,10,0
74.82.47.22,malicious,56,11,0
74.82.47.23,malicious,58,10,0
74.82.47.24,malicious,63,4,0
74.82.47.25,malicious,55,12,1
74.82.47.26,malicious,57,12,0
74.82.47.27,malicious,58,11,0
74.82.47.28,malicious,59,8,0
74.82.47.29,malicious,56,11,0
74.82.47.3,malicious,55,12,0
74.82.47.30,malicious,58,8,0
74.82.47.31,malicious,61,6,0
74.82.47.32,malicious,56,12,0
74.82.47.33,malicious,58,12,0
74.82.47.34,malicious,61,5,0
74.82.47.35,malicious,56,13,0
74.82.47.36,malicious,57,12,0
74.82.47.4,malicious,57,11,0
74.82.47.40,malicious,57,11,0
74.82.47.41,malicious,62,5,0
74.82.47.42,malicious,62,6,0
74.82.47.43,malicious,57,12,1
74.82.47.44,malicious,56,12,0
74.82.47.45,malicious,60,6,0
74.82.47.46,malicious,56,12,0
74.82.47.47,malicious,56,10,0
74.82.47.48,malicious,59,9,0
74.82.47.5,malicious,61,8,1
74.82.47.50,malicious,57,11,0
74.82.47.51,malicious,58,8,0
74.82.47.52,malicious,56,12,0
74.82.47.53,malicious,59,8,0
74.82.47.54,malicious,58,10,0
74.82.47.57,malicious,60,6,0
74.82.47.58,malicious,59,9,0
74.82.47.59,malicious,60,9,0
74.82.47.6,malicious,57,11,0
74.82.47.60,malicious,61,6,0
74.82.47.61,malicious,56,12,0
74.82.47.62,malicious,55,12,0
74.82.47.7,malicious,57,11,0
74.82.47.9,malicious,59,10,0
74.83.233.35,malicious,63,2,0
74.89.44.115,malicious,62,3,2
74.93.216.105,malicious,59,6,1
75.112.23.30,malicious,56,11,1
75.114.100.166,malicious,59,6,2
75.119.133.23,malicious,58,9,0
75.119.139.203,malicious,62,4,1
75.128.49.132,malicious,64,1,0
75.139.105.68,malicious,0,0,0
75.151.35.77,malicious,56,10,0
75.155.185.184,malicious,64,1,1
75.181.141.119,malicious,63,2,1
75.69.197.88,malicious,63,1,0
75.80.10.175,malicious,56,11,1
75.82.154.211,malicious,60,8,1
75.85.37.61,malicious,64,1,1
75.98.130.174,malicious,62,3,2
75.99.19.158,malicious,62,3,2
76.152.250.145,malicious,0,0,0
76.168.64.156,malicious,59,4,2
76.169.168.196,malicious,54,12,1
76.169.209.172,malicious,59,7,1
76.170.123.196,malicious,58,10,1
76.186.147.158,malicious,63,2,0
76.226.92.212,malicious,0,0,0
76.33.34.28,malicious,62,3,2
76.53.125.9,malicious,61,6,1
76.77.23.41,malicious,61,6,0
76.82.222.37,malicious,54,10,1
76.89.137.41,malicious,62,4,0
76.90.241.248,malicious,61,4,2
76.98.68.83,malicious,63,2,0
77.105.146.38,malicious,60,6,0
77.122.21.203,malicious,57,8,1
77.239.213.0,malicious,57,11,1
77.239.213.29,malicious,62,3,0
77.239.217.15,malicious,0,0,0
77.243.181.54,malicious,56,9,1
77.28.128.110,malicious,0,0,0
77.28.131.73,malicious,0,0,0
77.55.210.228,malicious,65,0,0
77.74.205.218,malicious,0,0,0
77.74.205.249,malicious,0,0,0
77.74.70.131,malicious,60,4,2
77.75.11.252,malicious,0,0,0
77.77.128.27,malicious,64,1,0
77.91.126.244,malicious,62,5,0
77.91.70.173,malicious,65,2,0
77.91.70.37,malicious,63,3,2
77.91.86.251,malicious,61,7,1
77.93.246.87,malicious,64,1,0
78.101.80.15,malicious,0,0,0
78.101.95.104,malicious,0,0,0
78.107.121.195,malicious,61,6,1
78.108.177.50,malicious,59,7,0
78.108.177.51,malicious,60,5,1
78.108.177.54,malicious,60,5,0
78.111.144.183,malicious,60,6,2
78.128.112.58,malicious,61,6,2
78.128.112.6,malicious,59,8,2
78.128.114.174,malicious,62,4,1
78.128.114.66,malicious,54,11,0
78.128.114.82,malicious,61,7,1
78.128.114.90,malicious,62,5,0
78.134.38.138,malicious,55,13,0
78.137.52.44,malicious,0,0,0
78.137.7.181,malicious,63,3,2
78.154.233.132,malicious,0,0,0
78.154.233.190,malicious,0,0,0
78.154.235.34,malicious,0,0,0
78.169.64.59,malicious,62,3,0
78.185.100.163,malicious,63,2,0
78.185.225.240,malicious,0,0,0
78.186.153.90,malicious,58,8,1
78.187.145.101,malicious,56,9,0
78.187.177.91,malicious,61,6,1
78.187.40.49,malicious,63,1,0
78.188.60.5,malicious,62,4,0
78.189.16.5,malicious,61,4,2
78.196.188.141,malicious,59,7,2
78.197.97.107,malicious,62,5,0
78.26.164.218,malicious,61,4,1
78.26.242.152,malicious,59,6,0
78.31.40.102,malicious,60,5,1
78.38.54.71,malicious,64,2,0
78.38.98.43,malicious,58,9,0
78.39.200.220,malicious,0,0,0
78.39.200.221,malicious,61,5,0
78.39.218.212,malicious,63,2,0
78.40.190.231,malicious,0,0,0
78.71.173.247,malicious,63,2,1
78.72.156.126,malicious,52,15,1
78.85.22.77,malicious,64,2,1
79.1.191.250,malicious,63,2,0
79.102.200.19,malicious,0,0,0
79.103.7.102,malicious,0,0,0
79.107.137.18,malicious,0,0,0
79.112.107.72,malicious,0,0,0
79.116.22.9,malicious,0,0,0
79.12.176.18,malicious,0,0,0
79.124.56.190,malicious,57,10,2
79.124.56.206,malicious,57,10,1
79.124.58.130,malicious,58,11,0
79.124.58.158,malicious,59,5,2
79.124.58.198,malicious,60,6,2
79.124.58.78,malicious,55,13,1
79.124.59.86,malicious,54,13,2
79.124.62.130,malicious,55,12,0
79.124.62.62,malicious,57,10,1
79.124.62.78,malicious,51,16,0
79.124.62.82,malicious,54,12,1
79.124.62.86,malicious,51,17,0
79.130.121.168,malicious,0,0,0
79.136.29.169,malicious,0,0,0
79.137.34.148,malicious,60,5,1
79.137.35.194,malicious,60,6,1
79.17.237.17,malicious,0,0,0
79.175.154.75,malicious,63,1,0
79.178.220.160,malicious,0,0,0
79.178.230.254,malicious,61,4,2
79.180.33.105,malicious,62,4,3
79.198.225.117,malicious,0,0,0
79.239.114.219,malicious,0,0,0
79.78.176.30,malicious,61,6,1
79.78.251.140,malicious,64,2,1
79.99.6.188,malicious,62,4,0
80.104.26.2,malicious,0,0,0
80.119.16.128,malicious,57,10,0
80.120.241.118,malicious,55,11,1
80.191.212.253,malicious,57,8,0
80.210.32.153,malicious,60,4,1
80.210.33.100,malicious,62,2,0
80.216.118.121,malicious,0,0,0
80.253.244.169,malicious,63,1,0
80.253.91.43,malicious,65,2,0
80.255.81.230,malicious,61,6,1
80.3.61.203,malicious,0,0,0
80.52.223.186,malicious,64,2,0
80.65.91.94,malicious,63,3,3
80.66.83.145,malicious,62,5,1
80.66.83.150,malicious,62,4,1
80.66.83.165,malicious,53,13,1
80.66.83.171,malicious,62,3,0
80.66.83.184,malicious,64,3,0
80.66.83.207,malicious,57,12,1
80.66.83.52,malicious,64,4,0
80.66.83.77,malicious,61,6,1
80.66.83.88,malicious,64,4,0
80.66.88.204,malicious,54,15,0
80.66.88.215,malicious,53,16,1
80.67.208.99,malicious,63,1,0
80.73.86.82,malicious,61,5,1
80.78.227.102,malicious,61,5,0
80.81.254.14,malicious,62,3,0
80.82.70.133,malicious,58,9,1
80.82.77.139,malicious,52,17,1
80.82.77.144,malicious,57,9,1
80.82.77.202,malicious,58,12,1
80.82.77.33,malicious,57,11,1
80.85.242.58,malicious,65,1,0
80.9.236.201,malicious,65,0,1
80.94.92.16,malicious,60,7,1
81.0.174.20,malicious,64,1,0
81.0.218.244,malicious,60,5,2
81.0.218.249,malicious,59,5,2
81.0.220.9,malicious,64,1,0
81.12.63.21,malicious,0,0,0
81.129.101.188,malicious,0,0,0
81.130.146.115,malicious,62,3,1
81.13.249.26,malicious,63,1,0
81.133.24.3,malicious,64,1,1
81.14.238.57,malicious,59,6,1
81.146.31.30,malicious,63,1,0
81.147.10.137,malicious,63,1,1
81.148.236.92,malicious,0,0,0
81.149.106.180,malicious,0,0,0
81.151.3.44,malicious,61,3,1
81.153.80.103,malicious,63,2,1
81.154.179.135,malicious,63,1,1
81.154.222.116,malicious,0,0,0
81.156.145.99,malicious,0,0,0
81.156.50.90,malicious,61,4,2
81.156.91.208,malicious,64,1,1
81.158.3.6,malicious,0,0,0
81.159.54.84,malicious,63,1,0
81.169.233.11,malicious,0,0,0
81.17.57.152,malicious,63,0,0
81.177.6.225,malicious,59,5,0
81.182.253.185,malicious,61,3,2
81.183.192.66,malicious,0,0,0
81.183.192.87,malicious,64,1,0
81.19.135.2,malicious,62,5,2
81.19.137.236,malicious,65,2,0
81.19.213.124,malicious,65,2,0
81.2.197.148,malicious,63,3,1
81.201.243.66,malicious,56,11,1
81.213.175.192,malicious,60,5,1
81.214.39.81,malicious,58,9,1
81.214.66.209,malicious,65,0,0
81.237.183.119,malicious,0,0,0
81.240.198.239,malicious,63,4,0
81.26.201.8,malicious,56,11,1
81.30.202.30,malicious,60,5,2
81.39.80.232,malicious,64,2,1
81.45.75.61,malicious,62,2,2
81.5.95.27,malicious,59,6,1
81.68.150.29,malicious,63,4,0
81.68.159.12,malicious,57,9,1
81.68.162.120,malicious,61,4,1
81.68.199.106,malicious,61,4,0
81.68.222.137,malicious,63,1,0
81.68.243.130,malicious,65,2,1
81.68.244.35,malicious,60,6,0
81.69.171.79,malicious,61,6,1
81.69.22.167,malicious,62,4,1
81.69.4.61,malicious,58,8,1
81.70.11.90,malicious,64,2,0
81.70.194.80,malicious,62,5,1
81.70.219.136,malicious,61,5,1
81.70.2.239,malicious,61,5,1
81.70.245.75,malicious,60,6,1
81.70.27.30,malicious,58,9,1
81.70.6.172,malicious,57,11,1
81.70.89.214,malicious,59,6,1
81.70.90.183,malicious,63,4,1
81.70.93.188,malicious,61,5,1
81.70.98.61,malicious,61,5,0
81.71.101.5,malicious,60,4,1
82.123.23.52,malicious,64,2,1
82.129.224.250,malicious,60,6,0
82.129.226.42,malicious,62,5,1
82.137.223.152,malicious,0,0,0
82.156.137.136,malicious,64,2,0
82.156.165.145,malicious,63,2,0
82.156.165.91,malicious,62,6,0
82.156.175.242,malicious,62,6,0
82.156.219.196,malicious,61,6,1
82.156.223.158,malicious,63,3,0
82.156.3.162,malicious,61,7,1
82.156.45.132,malicious,63,4,0
82.156.97.223,malicious,62,5,1
82.157.119.32,malicious,61,6,1
82.157.141.132,malicious,0,0,0
82.157.167.82,malicious,64,2,0
82.157.238.78,malicious,66,2,0
82.157.38.165,malicious,62,4,0
82.157.41.6,malicious,57,10,1
82.157.7.159,malicious,64,4,1
82.157.77.91,malicious,64,1,0
82.165.107.193,malicious,0,0,0
82.165.204.213,malicious,0,0,0
82.167.240.58,malicious,0,0,0
82.180.163.36,malicious,64,3,0
82.200.86.210,malicious,60,7,1
82.209.187.190,malicious,62,5,0
82.209.221.104,malicious,60,6,2
82.213.198.181,malicious,66,1,0
82.62.151.39,malicious,63,5,1
82.64.164.247,malicious,64,3,1
82.65.128.163,malicious,65,2,2
82.66.223.212,malicious,61,3,3
82.66.41.116,malicious,64,1,0
82.69.6.96,malicious,63,3,1
82.71.35.75,malicious,65,1,1
82.98.163.34,malicious,62,4,0
83.110.17.248,malicious,63,3,0
83.110.198.222,malicious,59,8,1
83.118.95.131,malicious,63,1,2
83.143.246.30,malicious,61,5,1
83.150.237.1,malicious,60,4,2
83.209.131.207,malicious,63,2,1
83.211.159.94,malicious,61,6,1
83.218.182.155,malicious,63,2,1
83.218.209.161,malicious,61,4,1
83.225.118.37,malicious,0,0,0
83.228.105.85,malicious,61,4,0
83.229.69.175,malicious,0,0,0
83.229.85.133,malicious,65,2,1
83.233.136.57,malicious,63,2,1
83.233.56.71,malicious,55,13,2
83.235.21.252,malicious,60,6,1
83.239.201.6,malicious,60,6,0
83.239.99.110,malicious,60,6,0
83.242.145.226,malicious,0,0,0
83.250.93.62,malicious,61,3,1
83.3.151.42,malicious,60,5,1
83.48.97.248,malicious,59,6,1
83.56.24.180,malicious,59,8,2
83.97.73.99,malicious,61,5,1
84.14.140.210,malicious,63,4,2
84.16.234.150,malicious,0,0,0
84.22.139.99,malicious,60,5,2
84.238.197.36,malicious,61,3,2
84.242.124.74,malicious,53,14,2
84.246.209.246,malicious,63,2,0
84.247.88.162,malicious,62,2,1
84.252.158.36,malicious,60,4,2
84.35.103.19,malicious,61,4,1
84.42.228.214,malicious,63,3,0
84.43.183.137,malicious,57,12,0
84.54.51.121,malicious,58,11,0
84.54.51.142,malicious,57,13,1
84.54.51.2,malicious,60,8,1
84.54.51.219,malicious,64,3,0
84.54.51.237,malicious,61,6,1
84.54.51.254,malicious,56,13,1
84.54.51.4,malicious,57,11,1
84.54.51.49,malicious,65,2,0
84.54.51.64,malicious,62,6,0
84.54.51.79,malicious,54,15,1
84.96.22.14,malicious,61,6,1
84.96.22.36,malicious,61,6,1
84.96.22.9,malicious,63,6,1
85.10.75.25,malicious,0,0,0
85.104.100.55,malicious,58,8,1
85.105.100.160,malicious,62,3,0
85.105.149.120,malicious,62,1,0
85.105.177.248,malicious,58,9,1
85.106.8.236,malicious,58,8,1
85.121.193.204,malicious,60,6,0
85.135.153.86,malicious,0,0,0
85.15.179.26,malicious,62,3,1
85.159.212.19,malicious,61,6,2
85.185.64.219,malicious,63,4,1
85.185.75.98,malicious,61,6,0
85.191.156.88,malicious,56,9,1
85.194.55.199,malicious,63,3,0
85.195.79.172,malicious,64,1,0
